SID,REGION,ADM1,ADM1_PCODE,ADM2,ADM2_PCODE,ADM3,TYPE,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
S1100,Northern,Хөвсгөл,MN67,Алаг-Эрдэнэ,MN6714,Алаг-Эрдэнэ,Sheep,42.7,44.9,41.31,42.07,43.9,43.29,42.45,42.9,47.27,47.04,47.37,47.54,49.85,50.6,49.65,44.78,42.14,37.71,38.1,39.23,39.43,37.3,33.77,27.09,23.46,20.79,19.93,20.78,23.07,26.48,24.69,17.33,18.32,20.11,25.64,27.53,33.18,37.88,40.8,48,45.68,43.82,56.28,57.6,69.97,72.57,90.67,106.39,119.93,127.43,123.86
S1107,Northern,Хөвсгөл,MN67,Арбулаг,MN6720,Арбулаг,Sheep,93.15,84.51,83.68,85.32,89.8,83.81,78.59,84.81,90.34,90.04,92.82,93.24,95,91.47,85.76,82.26,81.82,82.22,79.38,78.95,79.21,73.86,65.97,55.85,55.62,55.15,56.74,59.89,63.38,69.05,65.83,45.75,45.87,50.51,58.46,64.1,75.22,84.43,94,103.4,98.47,98.68,112.89,113.79,132.66,142.35,166.06,184.55,199.3,222.89,214.06
S1114,Northern,Хөвсгөл,MN67,Баянзүрх,MN6729,Баянзүрх,Sheep,40.33,41.56,42.16,38.17,40.81,45.05,42.74,46.21,52.6,55.19,57.07,61.19,63.36,69.02,71.16,72.77,72.84,75.36,74.87,72.58,69.54,61.34,57.09,51.48,51.83,47.9,48.5,51.38,53.16,53.37,52.02,40.47,44.42,46.93,54.93,57.63,74.53,87.17,90.44,92.49,77.61,79.82,94.2,96.03,105.94,116.39,138.21,161.23,175.03,192.12,174.74
S1120,Northern,Хөвсгөл,MN67,Бүрэнтогтох,MN6722,Бүрэнтогтох,Sheep,57.38,54,53.25,81.7,89.09,80.25,62.77,66.19,73.34,73.9,74.28,81.6,84.23,87.48,88.66,86.67,80.04,79.48,78,84.25,84.34,78.44,71.39,66.59,65.4,62.35,63.56,69.76,72.93,75.34,66.37,45.57,47.81,55.89,66.11,76.12,91.25,106.33,115.1,138.24,94.15,108.83,123.15,132.2,158.26,171.06,206.44,209.33,218.8,230.36,210.13
S1127,Northern,Хөвсгөл,MN67,Галт,MN6719,Галт,Sheep,65.05,67.48,71.15,66.96,72.51,67.22,61.44,57.64,64.06,67.67,72.58,77.62,79.97,79.5,76,73.08,72.4,74.22,74.96,78.85,82.44,74.79,65.56,60.2,64.78,64.51,64.76,66.93,69.74,73.49,70.04,68.28,68.71,75.05,83.33,85.09,100.04,115.72,131.7,141.39,86.91,97.01,118.01,130.42,151.03,162.49,190.78,165.28,163.25,184.55,140.48
S1133,Northern,Хөвсгөл,MN67,Жаргалант,MN6725,Жаргалант,Sheep,43.5,47.66,50.95,48.69,52.95,50.61,44.13,34.33,37.78,42.15,43.67,47.96,49.9,49.07,48.54,44.6,48.24,49.48,48.97,51.2,53.65,43.69,44.07,39.37,42.64,40.22,38.92,37.61,40.34,40.84,33.05,24.04,28.08,33.44,37.44,43.69,58.15,71.8,84.29,86.82,64.66,74.74,94.72,100.77,118.76,120.41,140.96,138.69,150.16,162.24,122.32
S1139,Northern,Хөвсгөл,MN67,Их-Уул,MN6705,Их-Уул,Sheep,43.16,44.99,43.09,45.14,49.04,45.49,39.82,36.15,37.94,40.25,42.48,44.89,50.35,51.33,51.47,47.18,36.23,29.47,29.39,29.81,32.5,32.11,30.89,30.02,28.69,27.85,30.26,32.97,38.06,42.62,38.52,40.43,43.44,43.26,48.68,57.51,68.74,78.09,92.52,89.72,85.21,88,97.36,96.5,110.34,115.95,135.16,135.97,135.41,145.17,122.13
S1145,Northern,Хөвсгөл,MN67,Рашаант,MN6706,Рашаант,Sheep,42.6,43.55,44.75,45.7,46.88,41.57,41.79,38.98,42.34,40.66,40.89,44.44,45.03,45.01,43.62,41.54,28.18,27.96,29.86,31.34,33.54,35.04,37.22,33.51,29.48,26.58,27.66,31.75,37.1,41.85,42.03,44.1,44.34,46.23,50.81,56.95,65.05,74.91,87.21,90.99,73.79,78.34,83.62,88.52,102.9,102.5,121.02,124.77,122.89,129.42,107.22
S1151,Northern,Хөвсгөл,MN67,Рэнчинлхүмбэ,MN6717,Рэнчинлхүмбэ,Sheep,57.45,56.71,49,50.87,57.27,56.81,56.76,50.37,54.18,59.55,50.56,57.27,60.69,59.97,61.64,58.58,61.05,63.95,65.93,67.69,67.41,63.4,44.89,36.1,33.55,29.62,30.02,31.92,33.22,34.14,36.8,34.66,35.26,34.28,34.49,36.49,40.29,47.82,52.97,52.06,49.17,49.21,52.94,50.21,53.92,60.27,71.68,77.55,89.73,99.42,102.77
S1158,Northern,Хөвсгөл,MN67,Тариалан,MN6701,Тариалан,Sheep,34.78,34.94,35.45,35.68,37.53,50.33,51.38,50.3,47.05,48.66,47.73,42.52,45.27,48.39,47.5,30.89,29.95,25.99,27.53,27.73,29.25,29.49,31.42,31.72,31.04,29.89,30.23,31.73,34.07,40.76,38.54,39.1,42.47,36.34,42.85,47.37,54.22,59.34,69.55,66.54,61.29,55.87,60.31,64.69,75.4,82.05,93.89,101.92,114.7,109.25,89.39
S1166,Northern,Хөвсгөл,MN67,Тосонцэнгэл,MN6711,Тосонцэнгэл,Sheep,48.37,46.51,41.24,42.67,47.58,45.53,44.95,45.15,47.22,46.67,46.13,48.72,51.04,53.15,51.15,51.97,43.73,42.78,42.93,43.97,46.46,48.35,47.86,45.19,41.75,37.83,37.25,40.47,44.79,50.67,47.21,48.45,47.99,50.8,56.55,66.21,81.36,91.87,107.14,114.81,92.47,97.6,110.85,113.62,128.29,134.58,157.18,167.45,168.29,178.95,159.62
S1172,Northern,Хөвсгөл,MN67,Төмөрбулаг,MN6716,Төмөрбулаг,Sheep,28.3,28.85,28.63,44.69,50.54,48.54,41.88,42.97,46.03,49.7,51.19,55.69,57.15,57.25,55.99,54.01,50.42,47.46,44.93,45.16,47.83,44.09,43.11,40.89,39.48,35.8,35.49,36.82,37.73,41.46,42.1,38.21,36.95,39.5,44.16,51.65,59.01,68.31,73.42,77.44,58.98,63.69,77.05,82.46,96.64,102.44,123.91,134.18,140.39,151.08,137.37
S1178,Northern,Хөвсгөл,MN67,Түнэл,MN6709,Түнэл,Sheep,31.27,30.02,25.53,39.05,43.29,44.26,42.07,42.53,48.3,50.04,49.52,52.98,54.97,52.56,52.32,50.84,42.32,37.75,39.46,41.19,42.32,40.22,36.94,27.06,24.87,26.94,20.4,21.59,23.24,28.23,26.72,24.42,24.6,28.73,33.9,37.85,44.63,50.87,57.93,62.16,54.37,58.75,64.61,61.76,74.41,82.04,102.29,117.04,130.32,139.34,132.58
S1185,Northern,Хөвсгөл,MN67,Улаан-Уул,MN6727,Улаан-Уул,Sheep,24.07,25.39,24.58,24.77,26.19,28.94,28.62,23.13,23.76,23.09,22.97,23.71,24.56,26.85,27.89,28.91,30.58,30.71,31.57,30.89,32.48,30.95,27.59,22.77,22.32,20.46,21.27,22.96,23.86,25.66,26.96,20.95,21.3,22.31,23.91,26.53,33.98,38.79,41.13,43.37,40.33,40.92,46.64,46.76,53.54,59.06,70.17,76.75,90.24,94.37,96.63
S1192,Northern,Хөвсгөл,MN67,Ханх,MN6707,Ханх,Sheep,4.77,5.03,5.06,5.39,5.39,6.02,5.02,6.3,7.07,0.21,0.18,0.22,0.23,0.25,0.29,0.41,0.4,0.48,1.74,2.33,2.83,2.52,6.89,5.63,4.59,4.24,3.99,4.59,5.03,5.64,6.47,6.47,7.08,6.65,6.56,7.07,8.27,10.19,11.21,12.29,10.39,9.83,9.16,7.31,8.1,8.54,10.23,11.04,11.93,13.15,13.54
S1196,Northern,Хөвсгөл,MN67,Цагааннуур,MN6726,Цагааннуур,Sheep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04,3.47,4.12,4.67,5.6,5.9,5.04,4.34,3.77,3.27,2.64,2.62,3,3.11,2.75,2.72,2.62,2.76,2.13,2.11,2.05,2.58,2.96,3.33,3.12,2.95,3.33,3.72,3.42,4,4.4,6.18,5.87,7.5,7.62,8.74
S1199,Northern,Хөвсгөл,MN67,Цагаан-Уул,MN6730,Цагаан-Уул,Sheep,73.8,74.69,76.9,104.44,111.34,106.35,82.81,91.51,97.31,104.21,95.28,102.42,107.65,107.26,106.81,112.13,118.48,121.7,120.96,121.78,116.55,106.11,92.58,83.54,87.27,85.55,93.11,101.85,106.73,117.08,110.2,58.98,58.51,65.8,80.65,91.41,113.8,129.54,148.22,163.47,115.51,133.39,150.29,150.37,176.61,189.06,220.4,236.8,257.31,272.05,255.34
S1206,Northern,Хөвсгөл,MN67,Цагаан-Үүр,MN6704,Цагаан-Үүр,Sheep,6.67,6.77,7.6,8.05,8.07,8.42,8.58,7.48,8.03,8.06,5.56,5.95,6.31,7.32,8.06,7.49,7.23,7.34,7.32,7.37,7.12,4.92,4.26,3.89,3.94,3.95,4.23,5.01,5.44,5.43,5.41,4.4,4.15,3.95,3.9,4.03,4.56,5.07,5.41,5.96,5.74,5.27,5.1,4.93,5.33,5.7,5.8,6.02,6.56,6.19,5.9
S1211,Northern,Хөвсгөл,MN67,Цэцэрлэг,MN6723,Цэцэрлэг,Sheep,83.62,84.5,84.16,73.33,80.47,75.38,69.81,68.46,79.32,85.58,89.91,95.94,96.06,98.16,100.22,101.24,103.45,102.16,99.2,103.36,106.33,85.83,71.99,68.7,75.94,76.56,81.2,83.58,84.8,82.76,71.72,33.09,32.49,39.37,47.79,59.75,75.35,88.22,93.85,105.25,70.52,78.94,96.11,103.52,121.91,132.69,140.58,131.86,138.3,150.64,133.91
S1219,Northern,Хөвсгөл,MN67,Чандмань-Өндөр,MN6708,Чандмань-Өндөр,Sheep,17.05,18.02,17.64,19.53,22.4,22.7,20.81,18.48,20.16,21.56,22.82,25,26.25,28.4,24.42,16.43,13.33,9.34,9.74,10.23,11.12,9.98,10.34,10.23,10.29,9.7,9.57,9.78,10.4,11.16,11.36,9.95,9.59,9.38,10.19,10.07,10.58,10.98,11.7,12.98,12.93,11.11,11.52,9.37,10.86,11.47,14.78,16.22,18.28,18.54,18.38
S1225,Northern,Хөвсгөл,MN67,Шинэ-Идэр,MN6724,Шинэ-Идэр,Sheep,50.38,50.84,54.33,57.94,61.11,61.76,52.97,54.85,60.86,60.48,62.83,64.61,65.82,61.83,61.65,63.15,64.86,65.33,61.16,60.5,62.06,54.47,52.69,45.24,49.89,53.94,54.63,57.55,58.89,63.06,62.77,50.13,51.7,53.31,62.29,70.52,81.12,95.42,104.97,109.06,78.94,89.69,125.35,132.42,123.86,130.22,152.26,141.92,138.39,147.72,104.46
S1230,Northern,Хөвсгөл,MN67,Эрдэнэбулган,MN66703,Эрдэнэбулган,Sheep,10.31,11.54,11.87,12.34,13.57,0,0,0,0,0,0,0,0,0,0,17.55,14.08,14.27,15.49,16.22,17.56,16.05,15.37,14.82,13.31,11.45,11.65,12.56,14.09,14.58,14.7,14.18,15.01,14.38,15.68,17.23,19.03,19.92,22.53,23.42,20.95,18.06,18.93,18.88,22.22,22.94,27.08,31.73,32.75,32.59,32.4
S1238,Central,Төв,MN41,Зуунмод,MN4110,Зуунмод,Sheep,0,0,0,0,0,0.14,0.11,0.11,0.03,0.06,0.08,0.16,2.65,2.75,3.38,4.15,5.67,6.19,9.37,12.92,17.57,20.84,25.09,21.89,19.89,23.78,26.81,26.58,27.89,21.69,15.08,12.98,10.46,10.75,11.81,11.42,14.8,17.47,19.08,21.61,14.61,15.84,18.74,22.33,25.49,27.27,31.8,35.47,37.92,42.52,41.8
S1245,Central,Төв,MN41,Алтанбулаг,MN4113,Алтанбулаг,Sheep,37.57,12.28,39.7,42.8,45.51,43.11,37.73,31.23,35.68,36.08,35.76,40.27,43.46,45.06,42.88,42.27,39.39,41.7,46.71,51.15,57.35,56.14,63.04,54.61,42.76,53.75,60.27,67.22,65.61,78.09,70.2,49.15,46.14,41.27,47.04,56.53,69.87,80.59,86.19,99.65,60.76,76.26,85.39,100.95,124.21,132.76,143.44,153.11,160.33,169.24,172.13
S1250,Central,Төв,MN41,Аргалант,MN4118,Аргалант,Sheep,0,0,0,0,0,0,0,3.05,14.12,15.14,13.81,13.82,12.45,7.94,8.45,9.36,10,11.02,12.47,13.76,18.47,27.15,31.83,35,38.39,43.76,33.18,34.3,34.41,35.12,26.53,21.6,17.69,19.37,20.06,22.55,28.51,33.11,41.33,54.51,31.84,37.38,41.38,45.96,52.91,52.29,51.82,46.28,43.94,47.84,46.53
S1253,Central,Төв,MN41,Архуст,MN4106,Архуст,Sheep,24.48,24.48,0,0,0,0,11.24,11.6,14.91,16.67,17.81,19.53,21.11,22.83,23.17,25.07,27.16,27.79,31.29,32.33,32.94,22.72,22.82,24.9,24.09,23.58,24.36,29.89,29.3,28.91,29.16,21.55,17.51,16.18,15.83,18.18,26.44,26.09,30.09,36.67,16.19,17.93,19.41,24.01,29.22,29.8,32.36,34.19,32.88,32.08,30.46
S1256,Central,Төв,MN41,Батсүмбэр,MN4112,Батсүмбэр,Sheep,9.94,10.25,10.54,10.91,12.08,12.76,12.85,10.75,12.33,12.96,11.19,13.28,13.82,15.99,17.14,18.42,19.27,20.42,21.52,23.14,27.93,25.59,27.62,25.84,30.18,26.46,29.32,32.75,34.72,21.97,23.49,22.82,24.41,20.53,14.67,15.07,19.19,23.51,31.7,34.99,25.42,23.87,22.15,21.51,23.89,22.95,25.03,23.17,21.48,22.33,23.26
S1261,Central,Төв,MN41,Баян,MN4107,Баян,Sheep,53.75,51.26,53.25,50.41,62.17,61.6,45.43,32.5,37.92,40.44,42.2,45.77,47.41,45.01,40.68,40.61,40.36,37.56,35,35.87,40.45,32.69,37.98,41.1,30.45,30.87,31.8,35.39,40.92,42.76,36.59,16.84,15.71,18.19,20.1,24.7,30.2,31.6,33.49,47.27,28.66,32.5,39.27,44.33,55.59,69.93,78.74,87.5,90.3,85.9,84.31
S1265,Central,Төв,MN41,Баяндэлгэр,MN4103,Баяндэлгэр,Sheep,36.17,30.76,37.53,38.74,41.44,35.8,27.9,22.07,25.14,25.96,25.91,28.46,29.13,29.33,27.36,29.8,33.18,33.62,34.72,38.24,40.88,36.57,37.39,37.06,35.06,40.39,37.87,40.61,44.79,37.14,34.46,33.37,35.1,35.99,34.82,36.88,43.85,49.88,58.49,68.41,57.57,63.4,69.69,76.62,84.05,87.52,96.48,100.3,104.86,114.96,113.33
S1268,Central,Төв,MN41,Баянжаргалан,MN4102,Баянжаргалан,Sheep,35.5,35.3,39.69,43.45,45.06,40.98,34.6,28.63,30.49,31.87,32.1,33.37,33.69,33.89,31.5,32,34.04,33.58,34.06,35.01,37.97,31.65,33.37,32.25,31.01,31.12,33.22,35.78,42.41,52.57,50.25,34.54,34.45,38.18,43.81,53.14,59.97,69.71,72.24,71.93,53.19,56.2,62.67,75.23,88.51,101.77,116.68,127.2,123.52,127.35,113.2
S1272,Central,Төв,MN41,Баян-Өнжүүл,MN4114,Баян-Өнжүүл,Sheep,31.44,37.37,34.65,55.06,63.67,62.85,51.08,29.83,30.77,31.94,31.34,33.49,36.34,40.89,38.12,39.38,43.01,43.39,43.66,48.13,55.09,50.47,56.06,54.9,48.36,49.5,54.55,59.08,68.78,70.46,63.36,56.21,50.37,45.32,52.08,60.4,72.55,81.96,86.52,97.34,78.85,91.46,105.23,125.46,150.07,168.86,178.92,193.75,191.96,192.81,182.4
S1276,Central,Төв,MN41,Баянхангай,MN4121,Баянхангай,Sheep,0,0,0,0,0,0,0,7.85,10.42,12.14,14.59,17.44,19.65,12.92,12.05,13.5,14.5,13.65,14.46,16.1,17.83,23.14,23.82,18.56,22.18,20.27,16.8,15.86,19.09,22.78,25.85,22.96,22.34,21.21,20.17,23.15,28.33,33.72,42.22,47.06,37.38,39.66,41.22,45.43,49.37,49.55,48.41,41.41,40.38,43.29,43.85
S1279,Central,Төв,MN41,Баянцагаан,MN4108,Баянцагаан,Sheep,67.51,59.63,58.99,0,69.18,72.94,68.29,44.95,50.82,58.98,60.49,69.72,76.73,76.9,74.11,76.93,79.86,75.86,70.4,74.82,83,71.72,74.61,68.01,64.11,65.64,67.59,75.65,80.93,87.72,69.1,38.25,34.95,41.43,47.51,53.83,61.09,65.15,63.12,73.15,38.62,45.4,57.89,75.68,96.52,119.76,136.69,156.22,155.03,164.92,168.22
S1285,Central,Төв,MN41,Баянцогт,MN4117,Баянцогт,Sheep,18.71,19.16,18.89,54.99,21.92,22.43,23.95,21.99,23.76,24.59,27.43,28.98,31.28,33.39,29.18,29.16,27.33,27.83,30.67,33.19,34.42,40.06,41.94,44.78,47.39,48.76,46.46,42.23,42.39,41.92,41.99,27.33,20.92,19.54,21.73,24.81,30.09,39.15,50.14,57.87,38.67,42.76,44.92,50.12,55.61,55.23,52.38,51.64,49.84,53.12,56.25
S1289,Central,Төв,MN41,Баянчандмань,MN4116,Баянчандмань,Sheep,3.95,15.99,4.16,20.56,5.97,6.85,7.54,8.5,9.37,9.73,10.63,11.07,12.43,14.75,15.29,16.61,18.07,19.13,19.98,21.5,23.48,19.66,20.26,20.34,19.87,19.85,21.14,19.89,19.64,16.73,17.6,14.5,12.76,10.8,11.15,11.57,16.11,19.06,25.97,29.86,16.92,16.14,16.06,16.31,19.17,19.53,18.07,16.52,16.4,16.39,19.69
S1293,Central,Төв,MN41,Борнуур,MN4115,Борнуур,Sheep,15.23,37.29,16.32,4.95,18.68,19.97,17.93,18.78,18.42,19.47,19.41,19.79,22.64,23.77,24.06,25.21,23.83,23.79,23.54,25.97,28.91,32.42,35.27,30.9,34.04,30.12,31.61,36.57,37.89,31.36,34.53,26.37,26,21.77,20.81,22.92,28.15,35.22,45.94,51.67,44.53,38.41,41.4,41.02,45.17,46.76,49.2,45.44,35.25,40.3,45.08
S1298,Central,Төв,MN41,Бүрэн,MN4126,Бүрэн,Sheep,36.16,30.75,39.93,17.85,81.66,76.1,61.63,41.88,46.2,53.59,58.85,60.53,66.12,69,56.17,53.3,51.78,54.92,56.77,60.48,63.21,60.46,63.21,58.97,57.72,62.68,68.06,73.22,82.1,83.52,68.31,64.6,56.92,52.23,55.44,61.76,74.16,87.83,85.02,101.33,88.56,100.75,120.62,135.07,159.43,169.7,183.5,202.09,195.89,197.4,164.48
S1304,Central,Төв,MN41,Дэлгэрхаан,MN4128,Дэлгэрхаан,Sheep,33.78,37.76,30.36,72.13,36.06,40.54,32.23,32.67,38.53,41.88,43.66,43.63,44.1,30.62,38.66,38.84,37.75,36.2,37.78,40.19,42.6,36.39,29.2,26.8,28.7,32.12,33.46,35.01,36.24,34.92,23.97,24.77,19.74,20.95,22.52,25.96,30.84,39.28,33.62,36.76,29.37,34.81,47.62,56.43,72.75,83,90.49,104.65,108.65,108.66,88.88
S1308,Central,Төв,MN41,Жаргалант,MN4120,Жаргалант,Sheep,36.11,51.85,38.11,31.05,41.85,37.56,42.66,40.93,33.64,35.22,34.73,31.3,34.84,35.98,36.37,34.15,36.47,37.08,37.01,40.22,40.01,41.39,41.28,34.15,34.72,32.97,33.6,32.96,36.29,37.05,41.08,31.67,33.48,19.72,20.78,23.31,28.77,41.71,63.38,74.84,70.55,68.77,72.85,76.35,84.63,83.36,90.96,75.53,68.42,79.14,82.44
S1313,Central,Төв,MN41,Заамар,MN4127,Заамар,Sheep,49.04,44.61,50.66,40.86,54.04,46.46,45.64,41.29,42.49,42.04,42.08,41.96,43.16,42.57,37.85,35.09,34.89,34.6,35.7,37.66,37.59,35.72,33.59,26.72,27.53,29.9,30.87,33.21,38.65,42.32,45.32,46.84,32.93,23.32,21.74,24.52,32.09,44.46,59.1,74,79.41,86.51,94.85,105.36,120.68,118.16,132.52,114.48,109.78,120.69,128.59
S1318,Central,Төв,MN41,Лүн,MN4124,Лүн,Sheep,47.17,11.81,45.84,51.85,51.72,51.86,44.39,33.68,36.67,34.67,35.67,38.33,40.73,43.15,43.3,40.26,37.87,41.72,48.33,50.4,55.39,56.17,53.67,51.12,44.51,45.21,50.45,58.25,68.21,71.88,74.26,64.61,57.84,45.06,43.31,52.4,61.2,76.96,92.74,108.35,98.9,108.35,115.02,122.93,140.75,148.12,145.96,137.45,134.83,151.59,150.19
S1322,Central,Төв,MN41,Мөнгөнморьт,MN4101,Мөнгөнморьт,Sheep,13.21,50.53,12.66,49.22,15.91,15.23,10.53,11.05,12.5,10.94,11.02,12.74,14.71,15.88,15.72,16.41,15.64,17.75,16.48,17.8,18.61,15.52,15.12,11.92,11.8,11.38,10.86,13.28,14.36,12.52,11.99,14.9,14.36,12.52,10.71,10.96,13.77,15.77,25.5,36.87,28.35,25.25,25.52,25.7,31.06,37.02,43.63,44.37,44.13,45.23,45.94
S1326,Central,Төв,MN41,Өндөрширээт,MN4125,Өндөрширээт,Sheep,48.6,28.37,53.43,13.09,61.95,62.23,49.29,40.02,43.47,48.16,49.35,47.72,51.68,54.18,50.46,49.77,48.14,47.92,50.02,56.76,62.56,63.18,60.01,47.58,37.87,36.12,36.1,36.79,37.92,42.62,42.72,40.52,35.62,30.91,29.81,34.17,40.81,53.68,62.13,76.97,70.34,74.14,87.16,93.47,108.54,118.72,130.38,125.55,139.02,155.42,131.78
S1331,Central,Төв,MN41,Сүмбэр,MN4119,Сүмбэр,Sheep,0,0,0,0,0,0,0,5.9,7.61,9.17,9.41,10.09,11.56,12.26,12.34,11.65,12.06,12.29,12.91,14.05,14.91,14.26,14.62,12.22,14.35,13.27,15.27,16.53,16.93,15.42,15.12,10.27,11.54,9.22,7.43,8.23,9.91,12.27,17.1,17.48,17.59,15.21,14.6,17.59,20.33,17.38,18.93,14.51,14.51,18.15,20
S1334,Central,Төв,MN41,Сэргэлэн,MN4119,Сэргэлэн,Sheep,27.39,36.99,32.08,56.02,35.01,35.23,28.89,20.31,23.55,39.82,32.23,35.02,36.68,36.22,35.37,37.75,40.24,42.24,43.75,47.66,51.83,40.69,47.82,45.13,44.31,46.43,48.32,50.7,56.17,49.92,46.67,28.89,25.55,23.02,26.56,33.03,38.43,35.36,39.72,53.25,32.71,35.55,40.9,50.64,61.71,69.19,79.5,86.93,85.83,88.73,86.31
S1340,Central,Төв,MN41,Угтаалцайдам,MN4122,Угтаалцайдам,Sheep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.19,56.26,62.79,62.47,59.71,56.86,50.98,60.7,63.62
S1344,Central,Төв,MN41,Цээл,MN4123,Цээл,Sheep,0,0,0,0,0,0,0,20.28,22.29,25.28,27.87,31.03,33.22,36.11,34.13,32.73,31.88,27.97,29.95,34.2,32.67,30.35,25.38,19.82,23.08,24.4,25.29,27.88,27.96,29.61,31.97,28.47,27.47,16.33,13.51,15.25,20.49,29.67,45.8,50.71,47.85,46.28,51.84,58.82,66.24,69.87,75.35,65.63,61.17,68.88,76.86
S1350,Central,Төв,MN41,Эрдэнэ,MN4104,Эрдэнэ,Sheep,22.72,50.17,50.04,32.17,57.54,52.41,24.84,24.82,26.03,40.05,37.4,32.64,34.8,32.69,35.28,32.47,34.28,35.96,38.89,42.65,46.31,36.55,35.82,35.33,37.95,37.79,32.45,36.35,39.64,36.15,40.23,37.59,37.14,39.49,36.3,42.32,50.78,59.07,72.19,90.1,72.76,72.52,71.15,74.93,84.25,88.03,94.31,91.41,96.23,109.29,115.02
S1356,Central,Төв,MN41,Эрдэнэсант,MN4129,Эрдэнэсант,Sheep,47.24,4.34,54.98,42.58,66.76,70.4,62.91,58.49,66.19,73.2,75.64,79.75,84.71,84.8,73.74,63.51,59.01,63.66,67.4,74.71,84.69,89.99,88.98,87.97,85.76,80.84,78.18,85.32,87.42,91.96,80.05,74.14,59.45,51.43,57.35,68.94,86.38,109.88,130.9,157.38,132.31,146.82,172.01,177.4,212.78,222.21,237.15,229.48,235.76,262.83,245.74
S1363,Central,Говьсүмбэр,MN42,Сүмбэр,MN4201,Сүмбэр,Sheep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.46,64.56,53.51,49.13,49.04,47.48,52.24,49.16,38.41,21.54,24.71,30.1,37.02,45.41,53.46,57.7,49.14,48.95,48.49,58.11,71.98,86.61,109.14,123.6,136.66,151.02,150.02,157.09,154.92
S1370,Central,Говьсүмбэр,MN42,Баянтал,MN4204,Баянтал,Sheep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.84,1.98,2.13,2.08,3.06,3.67,4.32,5.51,5.89,4.58,1.37,1.34,1.57,2.28,3.56,6.58,6.97,8.37,10.73,7.54,10.9,15.66,19.88,25.17,26.2,28.37,32.03,34.55,37,37.03
S1373,Central,Говьсүмбэр,MN42,Шивээговь,MN4203,Шивээговь,Sheep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.29,5.09,5.83,6.41,7.23,8.24,8.97,9,8.26,6.23,6.66,8.37,9.42,10.17,8.85,9.5,8.99,10,9.17,10.01,11.77,14.47,17.96,19.29,20.85,22.18,23.51,25.44,26.48
S1377,Central,Сэлэнгэ,MN43,Сүхбаатар,MN4308,Сүхбаатар,Sheep,0.18,0.15,0.08,0.15,0.17,0.16,0.43,0.44,0.24,0.63,0.16,0.85,1.6,1.71,2.3,1.54,1.25,1.27,1.51,2.06,5.44,9.62,8.66,10.04,12.64,12.05,12.51,8.64,11.03,12.42,12.43,8.36,8.96,7.22,5.79,6.66,6.66,6.59,7.38,7.53,4.15,4.25,6.07,4.72,5.85,5.01,5.44,6.22,6.74,6.94,6.07
S1386,Central,Сэлэнгэ,MN43,Алтанбулаг,MN4308,Алтанбулаг,Sheep,6.89,5.83,5.57,7.24,7.54,8.32,7.11,6.62,7.71,6.8,5.23,6.8,7.46,8.05,8.6,8.66,8.92,9.57,10.62,10.66,10.75,10.8,8.54,7.79,7.6,6.69,8.07,9.15,8.22,9.04,11.34,10.06,15.28,13.55,11.4,11.7,16.11,21.17,29.3,32.91,17.25,14.28,17.46,16.71,19.34,22.68,22.18,24.43,25.45,26.91,27.14
S1390,Central,Сэлэнгэ,MN43,Баруунбүрэн,MN4317,Баруунбүрэн,Sheep,32.71,33.24,36.94,39.34,40.67,41.52,35.08,36.96,41.14,43.44,42.04,42.36,40.38,42.32,37.56,38.27,37.32,35.28,40.78,42.74,41.59,38.55,36.86,37.59,39.86,40.36,36.03,37.7,40.45,46.21,40.46,38.83,32.9,24.93,26.59,31.15,36.59,54.26,76.65,82.76,65.57,69.33,72.86,73.37,81.09,83.24,90.73,87.02,85.04,86.45,91.37
S1394,Central,Сэлэнгэ,MN43,Баянгол,MN4306,Баянгол,Sheep,26.61,26.73,29.18,33.2,34.38,32.48,31.7,30.31,30.91,27.92,24.75,23.56,23.68,22.58,23.39,19.72,20.25,22.73,22.87,25.64,27.61,28.32,25.07,22.71,24.15,23.96,23.42,27.77,30.28,29.53,32.14,24.81,31.98,26.15,26.32,29.68,37.78,49.65,70.62,88.56,69.16,61.22,63.11,66.01,71.68,71.72,77.72,71.85,71.97,78.43,81.82
S1398,Central,Сэлэнгэ,MN43,Ерөө,MN4301,Ерөө,Sheep,26.55,26.66,26.81,29.94,32.03,31.87,22.12,17.32,20.99,22.41,21.78,24.03,23.43,24.95,23.31,21.65,19.79,21.83,23.22,24.16,22.85,18.19,15.65,14.45,15.08,15.36,13.38,13.07,12.69,12.42,12.41,14.08,16.07,15.45,14.28,16.49,18.76,24.61,30.99,34.74,27.03,23.43,23.67,24,28.4,29.06,32.8,25.35,26.65,30.17,32.91
