ID,ADM,REGION,ADM1,ADM1_PCODE,ADM2,ADM2_PCODE,ADM3,ADM4
676,"                            3-р баг, Хайрхан",Northern,Өвөрхангай,MN62,Есөн зүйл,MN6203,"3-р баг, Хайрхан","3-р баг, Хайрхан"
677,"                            4-р баг, Эрээн",Northern,Өвөрхангай,MN62,Есөн зүйл,MN6203,"4-р баг, Эрээн","4-р баг, Эрээн"
678,                    Зүүнбаян-Улаан,Northern,Өвөрхангай,MN62,Зүүнбаян-Улаан,MN6212,Зүүнбаян-Улаан,
679,"                            1-р баг, Эмгэд",Northern,Өвөрхангай,MN62,Зүүнбаян-Улаан,MN6212,"1-р баг, Эмгэд","1-р баг, Эмгэд"
680,"                            2-р баг, Цахиурт",Northern,Өвөрхангай,MN62,Зүүнбаян-Улаан,MN6212,"2-р баг, Цахиурт","2-р баг, Цахиурт"
681,"                            3-р баг, Дөлгөөн",Northern,Өвөрхангай,MN62,Зүүнбаян-Улаан,MN6212,"3-р баг, Дөлгөөн","3-р баг, Дөлгөөн"
682,"                            4-р баг, Баян-Улаан",Northern,Өвөрхангай,MN62,Зүүнбаян-Улаан,MN6212,"4-р баг, Баян-Улаан","4-р баг, Баян-Улаан"
683,"                            5-р баг, Хад",Northern,Өвөрхангай,MN62,Зүүнбаян-Улаан,MN6212,"5-р баг, Хад","5-р баг, Хад"
684,"                            6-р баг, Дэвшил",Northern,Өвөрхангай,MN62,Зүүнбаян-Улаан,MN6212,"6-р баг, Дэвшил","6-р баг, Дэвшил"
685,                    Нарийнтээл,Northern,Өвөрхангай,MN62,Нарийнтээл,MN6226,Нарийнтээл,
686,"                            1-р баг, Шарга",Northern,Өвөрхангай,MN62,Нарийнтээл,MN6226,"1-р баг, Шарга","1-р баг, Шарга"
687,"                            2-р баг, Баянтээг",Northern,Өвөрхангай,MN62,Нарийнтээл,MN6226,"2-р баг, Баянтээг","2-р баг, Баянтээг"
688,"                            3-р баг, Өндөрхөмөг",Northern,Өвөрхангай,MN62,Нарийнтээл,MN6226,"3-р баг, Өндөрхөмөг","3-р баг, Өндөрхөмөг"
689,"                            4-р баг, Цагаан-Овоо",Northern,Өвөрхангай,MN62,Нарийнтээл,MN6226,"4-р баг, Цагаан-Овоо","4-р баг, Цагаан-Овоо"
690,                    Өлзийт,Northern,Өвөрхангай,MN62,Өлзийт,MN6205,Өлзийт,
691,"                            1-р баг, Бор хошуут",Northern,Өвөрхангай,MN62,Өлзийт,MN6205,"1-р баг, Бор хошуут","1-р баг, Бор хошуут"
692,"                            2-р баг, Агуйт",Northern,Өвөрхангай,MN62,Өлзийт,MN6205,"2-р баг, Агуйт","2-р баг, Агуйт"
693,"                            3-р баг, Яргайт",Northern,Өвөрхангай,MN62,Өлзийт,MN6205,"3-р баг, Яргайт","3-р баг, Яргайт"
694,"                            4-р баг, Гуулин",Northern,Өвөрхангай,MN62,Өлзийт,MN6205,"4-р баг, Гуулин","4-р баг, Гуулин"
695,                    Сант,Northern,Өвөрхангай,MN62,Сант,MN6204,Сант,
696,"                            1-р баг, Царги",Northern,Өвөрхангай,MN62,Сант,MN6204,"1-р баг, Царги","1-р баг, Царги"
697,"                            2-р баг, Цахиурт",Northern,Өвөрхангай,MN62,Сант,MN6204,"2-р баг, Цахиурт","2-р баг, Цахиурт"
698,"                            3-р баг, Улаан-Овоо",Northern,Өвөрхангай,MN62,Сант,MN6204,"3-р баг, Улаан-Овоо","3-р баг, Улаан-Овоо"
699,"                            4-р баг, Залаа",Northern,Өвөрхангай,MN62,Сант,MN6204,"4-р баг, Залаа","4-р баг, Залаа"
700,"                            5-р баг, Майхан",Northern,Өвөрхангай,MN62,Сант,MN6204,"5-р баг, Майхан","5-р баг, Майхан"
701,                Тарагт,Northern,Өвөрхангай,MN62,Тарагт,MN6214,Тарагт,
702,"                        1-р баг, Туяа",Northern,Өвөрхангай,MN62,Тарагт,MN6214,"1-р баг, Туяа","1-р баг, Туяа"
703,"                        2-р баг, Арвайнтал",Northern,Өвөрхангай,MN62,Тарагт,MN6214,"2-р баг, Арвайнтал","2-р баг, Арвайнтал"
704,"                        3-р баг, Хүрэмт",Northern,Өвөрхангай,MN62,Тарагт,MN6214,"3-р баг, Хүрэмт","3-р баг, Хүрэмт"
705,"                        4-р баг, Урт",Northern,Өвөрхангай,MN62,Тарагт,MN6214,"4-р баг, Урт","4-р баг, Урт"
706,"                        5-р баг, Их булаг",Northern,Өвөрхангай,MN62,Тарагт,MN6214,"5-р баг, Их булаг","5-р баг, Их булаг"
707,"                        6-р баг, Алтантал",Northern,Өвөрхангай,MN62,Тарагт,MN6214,"6-р баг, Алтантал","6-р баг, Алтантал"
708,                    Төгрөг,Northern,Өвөрхангай,MN62,Төгрөг,MN6208,Төгрөг,
709,"                            1-р баг, Хоолт",Northern,Өвөрхангай,MN62,Төгрөг,MN6208,"1-р баг, Хоолт","1-р баг, Хоолт"
710,"                            2-р баг, Их-Ус",Northern,Өвөрхангай,MN62,Төгрөг,MN6208,"2-р баг, Их-Ус","2-р баг, Их-Ус"
711,"                            3-р баг, Мазар",Northern,Өвөрхангай,MN62,Төгрөг,MN6208,"3-р баг, Мазар","3-р баг, Мазар"
712,"                            4-р баг, Сайн төгрөг",Northern,Өвөрхангай,MN62,Төгрөг,MN6208,"4-р баг, Сайн төгрөг","4-р баг, Сайн төгрөг"
713,"                            5-р баг, Баян",Northern,Өвөрхангай,MN62,Төгрөг,MN6208,"5-р баг, Баян","5-р баг, Баян"
714,                    Уянга,Northern,Өвөрхангай,MN62,Уянга,MN6222,Уянга,
715,"                            1-р баг, Жаргалант",Northern,Өвөрхангай,MN62,Уянга,MN6222,"1-р баг, Жаргалант","1-р баг, Жаргалант"
716,"                            2-р баг, Таац",Northern,Өвөрхангай,MN62,Уянга,MN6222,"2-р баг, Таац","2-р баг, Таац"
717,"                            3-р баг, Шивээ-Овоо",Northern,Өвөрхангай,MN62,Уянга,MN6222,"3-р баг, Шивээ-Овоо","3-р баг, Шивээ-Овоо"
718,"                            4-р баг, Шуранга",Northern,Өвөрхангай,MN62,Уянга,MN6222,"4-р баг, Шуранга","4-р баг, Шуранга"
719,"                            5-р баг, Бадрал",Northern,Өвөрхангай,MN62,Уянга,MN6222,"5-р баг, Бадрал","5-р баг, Бадрал"
720,"                            6-р баг, Бөөрөлжүүт",Northern,Өвөрхангай,MN62,Уянга,MN6222,"6-р баг, Бөөрөлжүүт","6-р баг, Бөөрөлжүүт"
721,"                            7-р баг, Өлт",Northern,Өвөрхангай,MN62,Уянга,MN6222,"7-р баг, Өлт","7-р баг, Өлт"
722,"                            8-р баг, Онги",Northern,Өвөрхангай,MN62,Уянга,MN6222,"8-р баг, Онги","8-р баг, Онги"
723,                    Хайрхандулаан,Northern,Өвөрхангай,MN62,Хайрхандулаан,MN6224,Хайрхандулаан,
724,"                            1-р баг, Бурхант",Northern,Өвөрхангай,MN62,Хайрхандулаан,MN6224,"1-р баг, Бурхант","1-р баг, Бурхант"
725,"                            2-р баг, Нарт",Northern,Өвөрхангай,MN62,Хайрхандулаан,MN6224,"2-р баг, Нарт","2-р баг, Нарт"
726,"                            3-р баг, Эмээл",Northern,Өвөрхангай,MN62,Хайрхандулаан,MN6224,"3-р баг, Эмээл","3-р баг, Эмээл"
727,"                            4-р баг, Дэрсэн хонхор",Northern,Өвөрхангай,MN62,Хайрхандулаан,MN6224,"4-р баг, Дэрсэн хонхор","4-р баг, Дэрсэн хонхор"
728,"                            5-р баг, Ар агуйт",Northern,Өвөрхангай,MN62,Хайрхандулаан,MN6224,"5-р баг, Ар агуйт","5-р баг, Ар агуйт"
729,"                            6-р баг, Марзат",Northern,Өвөрхангай,MN62,Хайрхандулаан,MN6224,"6-р баг, Марзат","6-р баг, Марзат"
730,                    Хархорин,Northern,Өвөрхангай,MN62,Хархорин,MN6209,Хархорин,
731,"                            1-р баг, Вангийн-Овоо",Northern,Өвөрхангай,MN62,Хархорин,MN6209,"1-р баг, Вангийн-Овоо","1-р баг, Вангийн-Овоо"
732,"                            2-р баг, Ганган-Орхон",Northern,Өвөрхангай,MN62,Хархорин,MN6209,"2-р баг, Ганган-Орхон","2-р баг, Ганган-Орхон"
733,"                            3-р баг, Эрдэнэтолгой",Northern,Өвөрхангай,MN62,Хархорин,MN6209,"3-р баг, Эрдэнэтолгой","3-р баг, Эрдэнэтолгой"
734,"                            4-р баг, Нарийн хүр",Northern,Өвөрхангай,MN62,Хархорин,MN6209,"4-р баг, Нарийн хүр","4-р баг, Нарийн хүр"
735,"                            5-р баг, Онгоцон-Ухаа",Northern,Өвөрхангай,MN62,Хархорин,MN6209,"5-р баг, Онгоцон-Ухаа","5-р баг, Онгоцон-Ухаа"
736,"                            6-р баг, Жалбаа",Northern,Өвөрхангай,MN62,Хархорин,MN6209,"6-р баг, Жалбаа","6-р баг, Жалбаа"
737,"                            7-р баг, Шанх",Northern,Өвөрхангай,MN62,Хархорин,MN6209,"7-р баг, Шанх","7-р баг, Шанх"
738,"                            8-р баг, Орхон",Northern,Өвөрхангай,MN62,Хархорин,MN6209,"8-р баг, Орхон","8-р баг, Орхон"
739,                    Хужирт,Northern,Өвөрхангай,MN62,Хужирт,MN6211,Хужирт,
740,"                            1-р баг, Өвөр модот",Northern,Өвөрхангай,MN62,Хужирт,MN6211,"1-р баг, Өвөр модот","1-р баг, Өвөр модот"
741,"                            2-р баг, Уужим",Northern,Өвөрхангай,MN62,Хужирт,MN6211,"2-р баг, Уужим","2-р баг, Уужим"
742,"                            3-р баг, Бэрх",Northern,Өвөрхангай,MN62,Хужирт,MN6211,"3-р баг, Бэрх","3-р баг, Бэрх"
743,"                            4-р баг, Шивээт",Northern,Өвөрхангай,MN62,Хужирт,MN6211,"4-р баг, Шивээт","4-р баг, Шивээт"
744,"                            5-р баг, Шунхлай",Northern,Өвөрхангай,MN62,Хужирт,MN6211,"5-р баг, Шунхлай","5-р баг, Шунхлай"
