CID,NATIONAL,REGION,ADM1,ADM1_PCODE,ADM2,ADM2_PCODE,ADM3,ADM4,,TYPE,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
C81,National,Western,Завхан,MN81,Тосонцэнгэл,MN8103,"2-р баг, Хайрхан","2-р баг, Хайрхан",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,0.34,0.48,0.53,0.63,0.55,0.45,0.47,0.64
C82,National,Western,Завхан,MN81,Тосонцэнгэл,MN8103,"3-р баг, Улаантолгой","3-р баг, Улаантолгой",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66,0.66,0.78,0.76,0.89,0.87,1.13,1.2,1.19
C83,National,Western,Завхан,MN81,Тосонцэнгэл,MN8103,"4-р баг, Рашаант","4-р баг, Рашаант",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98,3.23,3.76,4.24,3.97,4.34,4.61,5.41,5.45
C84,National,Western,Завхан,MN81,Тосонцэнгэл,MN8103,"5-р баг, Баян-Улаан","5-р баг, Баян-Улаан",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44,1.62,1.86,2.26,2.15,2.28,2.26,2.51,2.74
C85,National,Western,Завхан,MN81,Тосонцэнгэл,MN8103,"6-р баг, Идэр","6-р баг, Идэр",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.38,2.64,3.12,3.46,3.76,3.59,3.81,3.99,3.71
C86,National,Western,Завхан,MN81,Тосонцэнгэл,MN8103,"7-р баг, Оргих","7-р баг, Оргих",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.08,3.27,3.74,4.13,4.36,4.31,4.69,5.13,4.64
C87,National,Western,Завхан,MN81,Түдэвтэй,MN8121,Түдэвтэй,,,Үхэр,4.39,4.84,4.97,4.89,5,4.94,5.03,4.61,4.81,5.06,4.97,4.71,4.12,4.33,4.54,4.81,5.12,5.55,5.77,6.45,6.83,6.64,6.55,6.83,8.2,9.58,10.5,10.91,11.01,10.27,3.25,0.86,1.09,1.53,1.95,2.56,3.4,4.19,4.74,4.68,2.18,2.58,3.24,3.99,4.87,5.78,6.69,7.53,8.08,9.1,8.16
C88,National,Western,Завхан,MN81,Түдэвтэй,MN8121,"1-р баг, Баянцагаан","1-р баг, Баянцагаан",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,1.12,1.19,1.42,1.54,1.81,1.85,2.18,2.09
C89,National,Western,Завхан,MN81,Түдэвтэй,MN8121,"2-р баг, Аргалант","2-р баг, Аргалант",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,1.43,0.94,1.1,1.19,1.42,1.43,1.62,1.42
C90,National,Western,Завхан,MN81,Түдэвтэй,MN8121,"3-р баг, Цорго","3-р баг, Цорго",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.55,0.6,0.72,0.96,1.03,1.23,1.55,1.45
C91,National,Western,Завхан,MN81,Түдэвтэй,MN8121,"4-р баг, Ойгон","4-р баг, Ойгон",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77,0.89,1.06,1.31,1.61,1.81,2,2.06,1.69
C92,National,Western,Завхан,MN81,Түдэвтэй,MN8121,"5-р баг, Шарнуруу","5-р баг, Шарнуруу",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07,1.22,1.4,1.46,1.57,1.69,1.52
C93,National,Western,Завхан,MN81,Тэлмэн,MN8105,Тэлмэн,,,Үхэр,6.15,6.68,6.24,6.14,6.56,6.69,6.72,6.61,6.56,6.52,6.46,6.16,5.18,5.37,5.98,5.98,6.12,6.5,6.75,7.64,7.72,8.43,8.37,7.4,9.13,11.04,12.66,14.97,16.81,16.12,8.32,2.4,2.89,3.32,4.1,5.09,6.2,7.33,8.08,7.23,4.22,4.82,5.9,6.67,7.95,9.28,10.22,10.74,10.79,11.46,11.08
C94,National,Western,Завхан,MN81,Тэлмэн,MN8105,"1-р баг, Өгөөмөр","1-р баг, Өгөөмөр",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,1.08,1.36,1.59,1.76,1.88,1.86,1.94,2.06
C95,National,Western,Завхан,MN81,Тэлмэн,MN8105,"2-р баг, Шургах","2-р баг, Шургах",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,1.15,1.36,1.58,1.84,1.91,1.99,2.07,2.2
C96,National,Western,Завхан,MN81,Тэлмэн,MN8105,"3-р баг, Нуур","3-р баг, Нуур",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,1.47,1.71,2,2.12,2.1,2.2,2.26,1.94
C97,National,Western,Завхан,MN81,Тэлмэн,MN8105,"4-р баг, Баянтэгш","4-р баг, Баянтэгш",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,1,1.17,1.48,1.56,1.67,1.64,1.82,1.78
C98,National,Western,Завхан,MN81,Тэлмэн,MN8105,"5-р баг, Өвөгдий","5-р баг, Өвөгдий",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,0.38,0.45,0.48,0.59,0.51,0.44,0.48,0.52
C99,National,Western,Завхан,MN81,Тэлмэн,MN8105,"6-р баг, Баян-Айраг","6-р баг, Баян-Айраг",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.51,1.6,1.91,2.15,2.35,2.67,2.67,2.91,2.59
C100,National,Western,Завхан,MN81,Тэс,MN8125,Тэс,,,Үхэр,3.33,3.61,3.6,0.18,0.8,0.95,1.28,1.5,1.52,1.65,1.61,1.55,1.48,1.81,2.26,2.55,2.74,2.83,3.02,3.12,4.12,6.18,5.93,6.05,6.63,7.33,6.43,5.83,4.97,3.55,2.42,2.23,1.97,2,2.16,2.99,3.59,3.99,3.77,3.65,3.34,3.97,4.59,5.21,5.98,6.98,6.44,7.19,7.35,8.02,8.35
C101,National,Western,Завхан,MN81,Тэс,MN8125,"1-р баг, Дооно","1-р баг, Дооно",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.68,1.94,2.36,2.69,2.54,2.9,2.99,3.37,3.46
C102,National,Western,Завхан,MN81,Тэс,MN8125,"2-р баг, Нисэг","2-р баг, Нисэг",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.19,1.29,1.48,1.75,1.58,1.87,1.86,1.98,2.03
C103,National,Western,Завхан,MN81,Тэс,MN8125,"3-р баг, Баян-Уул","3-р баг, Баян-Уул",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08,1.21,1.45,1.81,1.59,1.67,1.81,1.92,2.04
C104,National,Western,Завхан,MN81,Тэс,MN8125,"4-р баг, Зүр","4-р баг, Зүр",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,0.78,0.68,0.74,0.73,0.74,0.69,0.75,0.82
C105,National,Western,Завхан,MN81,Ургамал,MN8129,Ургамал,,,Үхэр,2.81,3.1,3.01,3.31,3.42,3.56,3.51,3.26,3.02,2.79,2.96,2.66,1.69,1.79,1.73,1.93,1.98,2.16,2.36,2.48,2.54,2.49,2.34,2.88,3.41,4.13,4.11,4.13,4.22,4.03,2.05,1.98,1.21,1.59,1.9,2.12,2.35,2.75,1.91,1.17,0.87,1.04,1.17,1.35,1.66,1.9,2.08,2.27,2.03,2.44,2.52
C106,National,Western,Завхан,MN81,Ургамал,MN8129,"1-р баг, Тосгуур","1-р баг, Тосгуур",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.16,0.21,0.29,0.35,0.38,0.25,0.3,0.36
C107,National,Western,Завхан,MN81,Ургамал,MN8129,"2-р баг, Хульж","2-р баг, Хульж",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,0.33,0.39,0.43,0.42,0.47,0.41,0.51,0.52
C108,National,Western,Завхан,MN81,Ургамал,MN8129,"3-р баг, Нуур зөөхий","3-р баг, Нуур зөөхий",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,0.58,0.69,0.77,0.86,0.95,0.9,1.02,0.97
C109,National,Western,Завхан,MN81,Ургамал,MN8129,"4-р баг, Төв","4-р баг, Төв",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.09,0.15,0.17,0.16,0.17,0.21,0.26,0.3
C110,National,Western,Завхан,MN81,Ургамал,MN8129,"5-р баг, Баян-Улаан","5-р баг, Баян-Улаан",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,0.19,0.23,0.24,0.3,0.29,0.27,0.35,0.37
C111,National,Western,Завхан,MN81,Цагаанхайрхан,MN8112,Цагаанхайрхан,,,Үхэр,4.77,5.07,5.25,5.73,5.89,5.95,5.72,5.42,5.41,5.31,5.21,5.11,4.93,5.05,5.23,5.38,5.31,5.5,5.44,5.74,6.06,6.34,6.11,6.24,7.69,9.05,10,9.09,8.88,9.12,6.11,4.03,3.78,3.87,4.21,3.88,4.31,4.53,3.55,3.56,1.12,1.27,1.65,2.11,2.67,3.28,3.89,4.72,5.35,5.77,6.04
C112,National,Western,Завхан,MN81,Цагаанхайрхан,MN8112,"1-р баг, Цэцэрлэг","1-р баг, Цэцэрлэг",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,0.48,0.64,0.76,1.09,1.38,1.6,1.69,1.91
C113,National,Western,Завхан,MN81,Цагаанхайрхан,MN8112,"2-р баг, Онц","2-р баг, Онц",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.55,0.73,0.92,1.04,1.24,1.44,1.71,1.59
C114,National,Western,Завхан,MN81,Цагаанхайрхан,MN8112,"3-р баг, Баянбулаг","3-р баг, Баянбулаг",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57,0.74,0.87,1.09,1.19,1.4,1.5,1.6,1.78
C115,National,Western,Завхан,MN81,Цагаанхайрхан,MN8112,"4-р баг, Агьт","4-р баг, Агьт",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,0.33,0.43,0.51,0.57,0.7,0.81,0.78,0.76
C116,National,Western,Завхан,MN81,Цагаанчулуут,MN8115,Цагаанчулуут,,,Үхэр,3.63,4.16,4.32,4.49,4.84,5.21,5.25,4.92,4.8,4.72,4.77,4.77,4.46,4.22,4.41,4.47,4.66,4.94,5.16,5.67,6.15,6.57,6.68,6.29,7.48,8.73,9.73,9.19,8.82,8.34,5.44,4.01,3.64,3.72,4.08,4.28,4.91,4.85,4.19,3.41,0.53,0.7,1.05,1.38,1.91,2.34,2.72,3.37,3.74,4.19,4.04
C117,National,Western,Завхан,MN81,Цагаанчулуут,MN8115,"1-р баг, Арц","1-р баг, Арц",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.59,0.78,1.01,1.18,1.31,1.58,1.71,1.89,1.76
C118,National,Western,Завхан,MN81,Цагаанчулуут,MN8115,"2-р баг, Жавцаг","2-р баг, Жавцаг",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.21,0.33,0.41,0.51,0.67,0.8,0.92,0.93
C119,National,Western,Завхан,MN81,Цагаанчулуут,MN8115,"3-р баг, Дэлгэр","3-р баг, Дэлгэр",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,0.31,0.43,0.57,0.68,0.85,0.94,1.06,1.02
C120,National,Western,Завхан,MN81,Цагаанчулуут,MN8115,"4-р баг, Баянхайрхан","4-р баг, Баянхайрхан",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.09,0.13,0.19,0.23,0.27,0.29,0.32,0.33
C121,National,Western,Завхан,MN81,Цэцэн-Уул,MN8122,Цэцэн-Уул,,,Үхэр,5.06,5.57,5.49,5.75,5.59,5.33,5.17,5.09,4.86,4.64,4.56,4.4,4.3,4.61,4.99,5.65,5.81,6.06,6.34,7.01,7.74,6.96,5.98,6.01,7.58,9.07,9.62,9.13,9.16,9.31,2.38,1.59,1.62,2.13,2.47,2.74,3.28,3.87,4.08,3.48,2.1,2.48,3.12,3.71,4.34,4.86,5.49,5.82,5.77,6.74,6.8
C122,National,Western,Завхан,MN81,Цэцэн-Уул,MN8122,"1-р баг, Оройн товгор","1-р баг, Оройн товгор",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1.17,1.32,1.62,1.85,1.94,1.72,1.97,1.98
C123,National,Western,Завхан,MN81,Цэцэн-Уул,MN8122,"2-р баг, Жаргалант","2-р баг, Жаргалант",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03,1.18,1.35,1.38,1.48,1.56,1.65,1.83,1.82
C124,National,Western,Завхан,MN81,Цэцэн-Уул,MN8122,"3-р баг, Сангийн далай","3-р баг, Сангийн далай",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,0.81,0.99,1.13,1.31,1.46,1.41,1.69,1.65
C125,National,Western,Завхан,MN81,Цэцэн-Уул,MN8122,"4-р баг, Шотой","4-р баг, Шотой",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,0.24,0.32,0.37,0.43,0.44,0.48,0.65,0.76
C126,National,Western,Завхан,MN81,Цэцэн-Уул,MN8122,"5-р баг, Батсуурь","5-р баг, Батсуурь",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.32,0.37,0.36,0.42,0.43,0.5,0.6,0.6
C127,National,Western,Завхан,MN81,Шилүүстэй,MN8114,Шилүүстэй,,,Үхэр,3.69,4.1,4.44,4.83,5.11,5.31,5.4,5.8,6.03,6.1,5.77,5.44,5.18,4.93,4.44,4.57,4.84,5.4,4.85,5.32,6.08,6.36,6.49,4.9,6.4,7.83,8.84,9.27,9.27,8.74,3.57,3.07,2.65,3.04,3.41,3.85,4.69,5.09,4.38,3.53,1.04,1.37,1.84,2.38,3.26,3.85,4.64,5.49,6.46,7.1,6.46
C128,National,Western,Завхан,MN81,Шилүүстэй,MN8114,"1-р баг, Баян-Улаан","1-р баг, Баян-Улаан",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57,0.74,1.02,1.18,1.5,1.89,2.18,2.45,2.17
C129,National,Western,Завхан,MN81,Шилүүстэй,MN8114,"2-р баг, Чандмань","2-р баг, Чандмань",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,0.39,0.48,0.61,0.74,0.93,1.06,1.19,1.08
C130,National,Western,Завхан,MN81,Шилүүстэй,MN8114,"3-р баг, Хөгжил","3-р баг, Хөгжил",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,0.51,0.73,0.97,1.17,1.24,1.43,1.49,1.41
C131,National,Western,Завхан,MN81,Шилүүстэй,MN8114,"4-р баг, Сайхан","4-р баг, Сайхан",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57,0.74,1.03,1.09,1.22,1.43,1.78,1.97,1.81
C132,National,Western,Завхан,MN81,Эрдэнэхайрхан,MN8124,Эрдэнэхайрхан,,,Үхэр,5.41,5.75,5.65,6.04,6.28,5.98,6.31,5.29,4.98,4.82,4.51,4.37,4.61,4.74,4.83,5.23,5.24,5.65,6.01,6.35,6.64,5.91,5.27,5.07,7.3,8.24,8.34,8.34,8.36,7.56,2.67,1.8,1.85,2.34,2.48,2.62,3.19,3.88,4.31,4.34,1.59,1.9,2.5,3.21,4.03,4.63,5.36,6.19,6.4,7.23,7.25
C133,National,Western,Завхан,MN81,Эрдэнэхайрхан,MN8124,"1-р баг, Багануур","1-р баг, Багануур",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.82,1.01,1.13,1.32,1.4,1.42,1.58,1.59
C134,National,Western,Завхан,MN81,Эрдэнэхайрхан,MN8124,"2-р баг, Мөсөн","2-р баг, Мөсөн",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,0.59,0.72,0.8,0.89,1.09,1.11,1.46,1.5
C135,National,Western,Завхан,MN81,Эрдэнэхайрхан,MN8124,"3-р баг, Алтан","3-р баг, Алтан",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.84,1.07,1.2,1.43,1.75,1.91,2.16,2.12
C136,National,Western,Завхан,MN81,Эрдэнэхайрхан,MN8124,"4-р баг, Баянзүрх","4-р баг, Баянзүрх",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,0.52,0.7,0.86,0.98,1.22,1.22,1.23,1.15
C137,National,Western,Завхан,MN81,Эрдэнэхайрхан,MN8124,"5-р баг, Хайрхан","5-р баг, Хайрхан",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,0.44,0.54,0.64,0.75,0.73,0.74,0.8,0.89
C138,National,Western,Завхан,MN81,Яруу,MN8113,Яруу,,,Үхэр,8.38,8.85,8.23,8.71,8.59,8.35,7.98,6.9,6.81,6.92,7.09,6.73,7.39,7.72,7.78,7.84,8.03,8.79,8.81,9.64,9.4,10.37,9.92,10.01,12.58,14.94,15.9,16.84,17.26,16.54,5.51,1.61,1.71,2.48,2.86,3.33,4.02,5.28,5.9,5.52,1.58,2.21,2.59,3.08,3.81,4.48,5.28,6.51,7.01,8.03,8.33
C139,National,Western,Завхан,MN81,Яруу,MN8113,"1-р баг, Зүйл","1-р баг, Зүйл",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,0.62,0.81,1,1.13,1.35,1.46,1.54,1.61
C140,National,Western,Завхан,MN81,Яруу,MN8113,"2-р баг, Жаргалант","2-р баг, Жаргалант",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71,0.79,0.98,1.09,1.24,1.43,1.56,1.81,2.1
C141,National,Western,Завхан,MN81,Яруу,MN8113,"3-р баг, Өргөн","3-р баг, Өргөн",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,0.67,0.77,0.9,1.15,1.48,1.53,1.71,1.71
C142,National,Western,Завхан,MN81,Яруу,MN8113,"4-р баг, Хэц-Улаан","4-р баг, Хэц-Улаан",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63,0.74,0.96,1.12,1.37,1.77,2.01,2.38,2.36
C143,National,Western,Завхан,MN81,Яруу,MN8113,"5-р баг, Чандмань","5-р баг, Чандмань",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,0.26,0.3,0.37,0.4,0.48,0.45,0.59,0.55
C144,National,Western,Говь-Алтай,MN82,Говь-Алтай,,Говь-Алтай,,,Үхэр,66.56,74.25,80.86,84.11,87.84,88.3,92.48,95.27,98.97,96.34,99.4,96.71,89.77,83.07,67.07,70.42,71.15,75.11,77.2,81.37,79.67,79.28,76.41,68.39,81.85,95.2,95.9,87.38,85.18,79.15,60.02,39.88,16.54,19.87,24.81,30.61,37.54,42.42,41.97,36.33,18.35,22.06,29.52,39.44,49.35,58.82,71.06,85.4,85.23,84.48,75.86
C145,National,Western,Говь-Алтай,MN82,Есөнбулаг,MN8208,Есөнбулаг,,,Үхэр,,0.22,0.47,0.35,0.4,0.34,0.41,0.47,0.55,0.62,0.75,0.82,1.4,1.39,1.49,1.75,2.03,2.48,2.77,2.85,3.22,3.08,3.85,2.95,3.9,4.22,7.43,7.12,9.91,10.24,7.71,3.25,0.76,1.07,1.24,1.67,2.12,2.28,2.41,1.87,0.87,1.18,1.61,2.62,3.4,4.43,5.45,6.82,6.52,6.32,5.52
C146,National,Western,Говь-Алтай,MN82,Есөнбулаг,MN8208,"1-р баг, Баянхайрхан","1-р баг, Баянхайрхан",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,0.66,0.86,0.55,0.58,0.71,0.74,0.56,0.5
C147,National,Western,Говь-Алтай,MN82,Есөнбулаг,MN8208,"2-р баг, Баяншанд","2-р баг, Баяншанд",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,0.23,0.33,0.27,0.3,0.42,0.42,0.35,0.35
C148,National,Western,Говь-Алтай,MN82,Есөнбулаг,MN8208,"3-р баг, Жаргалант","3-р баг, Жаргалант",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.26,0.36,0.27,0.32,0.37,0.39,0.47,0.58
C149,National,Western,Говь-Алтай,MN82,Есөнбулаг,MN8208,"4-р баг, Харзат","4-р баг, Харзат",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,0.54,0.65,0.34,0.41,0.44,0.48,0.59,0.52
C150,National,Western,Говь-Алтай,MN82,Есөнбулаг,MN8208,"5-р баг, Рашаант","5-р баг, Рашаант",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,0.73,0.91,1.21,1.48,1.78,1.69,1.74,1.28
C151,National,Western,Говь-Алтай,MN82,Есөнбулаг,MN8208,"6-р баг, Наран","6-р баг, Наран",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,0.2,0.29,0.36,0.48,0.54,0.6,0.65,0.49
C152,National,Western,Говь-Алтай,MN82,Есөнбулаг,MN8208,"7-р баг, Жинст","7-р баг, Жинст",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,0.58,0.81,0.67,0.56,0.47
C153,National,Western,Говь-Алтай,MN82,Есөнбулаг,MN8208,"8-р баг, Индэрт","8-р баг, Индэрт",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,0.37,0.48,0.34,0.26,0.33
C154,National,Western,Говь-Алтай,MN82,Есөнбулаг,MN8208,"9-р баг, Түмэн","9-р баг, Түмэн",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,0.28,0.31,0.28,0.29,0.33
C155,National,Western,Говь-Алтай,MN82,Есөнбулаг,MN8208,"10-р баг, Оргил","10-р баг, Оргил",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,0.65,0.96,0.92,0.86,0.67
C156,National,Western,Говь-Алтай,MN82,Алтай,MN8213,Алтай,,,Үхэр,1.23,1.42,1.62,1.74,1.71,1.68,1.91,1.98,1.93,2.03,2.11,2.16,2.16,2.2,2.23,2.23,2.14,2.22,2.3,2.64,2.55,2.4,2.29,1.96,2.1,2.06,2.09,2,2.16,2.04,1.91,1.17,0.5,0.57,0.61,0.79,0.91,1.08,1.04,0.88,0.47,0.57,0.77,1.01,1.24,1.65,1.85,2.26,2.85,2.95,2.73
C157,National,Western,Говь-Алтай,MN82,Алтай,MN8213,"1-р баг, Бадрал","1-р баг, Бадрал",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.32,0.4,0.45,0.54,0.64,0.87,0.87,0.67
C158,National,Western,Говь-Алтай,MN82,Алтай,MN8213,"2-р баг, Баянцагаан","2-р баг, Баянцагаан",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.13,0.25,0.36,0.44,0.48,0.65,0.71,0.67
C159,National,Western,Говь-Алтай,MN82,Алтай,MN8213,"3-р баг, Урт","3-р баг, Урт",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.13,0.16,0.3,0.34,0.41,0.48,0.57,0.54
C160,National,Western,Говь-Алтай,MN82,Алтай,MN8213,"4-р баг, Баян-Овоо","4-р баг, Баян-Овоо",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,0.44,0.44,0.55,0.53,0.73,0.84,0.81,0.86
C161,National,Western,Говь-Алтай,MN82,Баян-Уул,MN8215,Баян-Уул,,,Үхэр,4.93,5.51,5.86,5.64,5.88,5.96,6.03,6.31,6.25,6.11,6.1,5.45,4.65,3.92,3.91,3.98,4.11,4.59,5.18,5.71,5.99,6.22,6.17,5.55,6.61,7.84,8.23,7.29,5.07,5.81,3.88,2.85,1.38,1.78,2.3,2.75,3.26,3.54,3.43,3.16,1.14,1.53,2.17,2.84,3.68,4.05,4.81,5.46,4.79,4.43,4.96
C162,National,Western,Говь-Алтай,MN82,Баян-Уул,MN8215,"1-р баг, Баян богд","1-р баг, Баян богд",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,0.29,0.37,0.43,0.5,0.63,0.6,0.55,0.56
C163,National,Western,Говь-Алтай,MN82,Баян-Уул,MN8215,"2-р баг, Чандмань хайрхан","2-р баг, Чандмань хайрхан",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,0.66,0.93,0.99,1.2,1.47,1.34,1.06,1.14
C164,National,Western,Говь-Алтай,MN82,Баян-Уул,MN8215,"3-р баг, Баянхайрхан","3-р баг, Баянхайрхан",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,0.77,0.87,0.92,1.08,1.19,1,0.93,0.97
C165,National,Western,Говь-Алтай,MN82,Баян-Уул,MN8215,"4-р баг, Хүйсийн говь","4-р баг, Хүйсийн говь",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,0.46,0.61,0.66,0.78,0.87,0.76,0.67,0.91
C166,National,Western,Говь-Алтай,MN82,Баян-Уул,MN8215,"5-р баг, Баянговь","5-р баг, Баянговь",,Үхэр,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,0.34,0.44,0.52,0.64,0.63,0.45,0.5,0.57
