Index,Bag,Aimag,Soumd,ProvinceName,StockType,StockTypeE,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
2129,          Норовлин,Хэнтий,Норовлин,Norovlin,Ямаа,goats,9.34,9.72,8.59,8.37,NaN,10.44,9.09,8.7,9.7,9.51,7.15,8.59,8.84,8.72,8.28,7.43,7.43,8.45,8.71,9.9,9.98,8.92,8.19,7.33,8.62,8.65,9.07,10.84,12.61,12.59,13.44,15.59,17.5,16.51,18.37,17.42,19.95,25.48,33.24,33.65,26.76,28.42,29.85,29.49,34.28,35.43,38.34,45.31,53.78
2135,          Өмнөдэлгэр,Хэнтий,Өмнөдэлгэр,Omnodelger,Ямаа,goats,7.53,7.71,8.07,11.91,5.96,15.41,16.1,16.34,18.42,17.58,17.29,19.92,19.48,19.35,17.92,16.86,16.86,19.27,21.08,23.76,23.74,17.88,19.53,18.26,18.1,21.18,24.08,27.31,30.95,31.01,36.91,44.59,53.77,58.77,63.81,74.28,87.85,103.86,126.83,142.62,121.61,134.48,137.54,139.48,159.87,173.66,187.9,204.41,222.09
2141,          Цэнхэрмандал,Хэнтий,Цэнхэрмандал,Tsenhermandal,Ямаа,goats,5.41,5.31,5.88,6.07,5.97,5.81,5.45,4.94,5.68,5.56,5.38,5.92,6.44,7.02,6.96,7.39,7.39,8.49,8.33,10.55,12.24,9.59,10.77,11.49,12.72,14.63,16.62,19.24,21.15,17.21,18.22,20.13,22.08,28.81,25.75,30.64,37.61,46.07,50.54,57.86,44.95,48.99,50.8,53.17,58.15,60.86,68.49,74.76,80.07
2147,          Бор-Өндөр,Хэнтий,Бор-Өндөр,Bor-Ondor,Ямаа,goats,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.14,0.16,0.18,0.23,0.23,0.38,0.14,0.23,0.31,1.55,NaN,3.54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.47,30.81,36.97,35.89,35.1,36.33,33
2153,  Улаанбаатар,Улаанбаатар,Улаанбаатар,UB,Ямаа,goats,6.52,7.59,7.6,7.3,7.7,7.3,8.2,8,6.9,52.8,4.76,5.46,6.41,7.11,7.31,7.58,7.58,9.22,10.3,12.85,17.55,28.33,43.5,44.15,42.54,56.98,64.8,72.55,77.4,55.34,59.1,63.48,77.64,84.18,78.1,85.94,118.33,125.21,152.44,151.2,85.39,93.64,97.15,99.54,115.92,118.36,126.29,121.03,121.58
2159,      Улаанбаатар,Улаанбаатар,Улаанбаатар,UB hot,Ямаа,goats,6.52,7.59,7.6,7.3,7.7,7.3,8.2,8,6.9,52.8,4.76,5.46,6.41,7.11,7.31,7.58,7.58,9.22,10.3,12.85,17.55,28.33,43.5,44.15,42.54,56.98,64.8,72.55,77.4,55.34,59.1,63.48,77.64,84.18,78.1,85.94,118.33,125.21,152.44,151.2,85.39,93.64,97.15,99.54,115.92,118.36,126.29,121.03,121.58
2165,        Багануур,Улаанбаатар,Багануур,Tsagaannuur,Ямаа,goats,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,37.08,40.17,49.55,50.69,59.05,55.35,60.86
2171,        Багахангай,Улаанбаатар,Багахангай,Bagahangai,Ямаа,goats,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.63,7.92,9.37,11.4,11.86,11.96,11.27
2177,        Баянгол,Улаанбаатар,Баянгол,,Ямаа,goats,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,0
2183,        Баянзүрх,Улаанбаатар,Баянзүрх,,Ямаа,goats,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.41,12.68,12.7,13.17,13.94,13.85,13.09
2189,          Налайх,Улаанбаатар,Налайх,,Ямаа,goats,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.56,13.77,14.91,14.82,14.85,12.63,12.76
2195,          Сонгинохайрхан,Улаанбаатар,Сонгинохайрхан,,Ямаа,goats,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.44,13.47,16.92,17.76,16.66,16.68,15.95
2201,          Сүхбаатар,Улаанбаатар,Сүхбаатар,,Ямаа,goats,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.71,0.51,0.42,0.53,0.38,0.46,0
2207,          Хан-Уул,Улаанбаатар,Хан-Уул,,Ямаа,goats,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.71,10.43,11.33,9.61,9.17,9.73,7.65
2213,          Чингэлтэй,Улаанбаатар,Чингэлтэй,,Ямаа,goats,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6,0.59,0.73,0.37,0.39,0.39,0
