GID,NATIONAL,ADM,ADM1,ADM1_PCODE,ADM2,ADM2_PCODE,ADM4,TYPE,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
G452,National,Western,Ховд,MN84,Цэцэг,MN8405,,Ямаа,28.85,30.45,28.71,30.59,27.77,26.47,27.54,24.97,26.32,26.93,23.09,22.62,24.08,21.66,16.23,18.87,19.32,19.38,22.17,22.59,22.45,22.23,23.68,26.45,29.07,34.54,35.63,35.11,31.68,34.72,37.76,34.43,36.1,39.6,47.84,52.04,57.33,66.59,68.99,70.9,46.16,40.28,42.49,47.67,54.85,61.87,73.08,87.72,87.43,83.25,84.43
G453,National,Western,Ховд,MN84,Цэцэг,MN8405,"1-р баг, Хажинга",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.96,15.16,16.39,17.45,20.2,24.08,21.9,19.48,19.13
G454,National,Western,Ховд,MN84,Цэцэг,MN8405,"2-р баг, Баянгол",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.71,13.88,16.48,19.29,22,24.81,25.18,24.01,23.11
G455,National,Western,Ховд,MN84,Цэцэг,MN8405,"3-р баг, Баян-Овоо",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.58,10.75,12.47,14.9,17.48,22.89,23.25,24.1,26.12
G456,National,Western,Ховд,MN84,Цэцэг,MN8405,"4-р баг, Цэцэг нуур",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.68,4.1,4.42,4.71,6.01,7.5,7.25,6.77,7.24
G457,National,Western,Ховд,MN84,Цэцэг,MN8405,"5-р баг, Хөшөөт",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.57,3.77,5.1,5.53,7.4,8.45,9.85,8.89,8.84
G458,National,Western,Ховд,MN84,Чандмань,MN8403,,Ямаа,27.58,27.68,28.92,32.81,31.77,31.27,31.99,25.15,25.99,27.53,28.01,30.69,29.55,24.54,20.81,23.44,24.25,23.89,24.91,23.84,26.23,28.91,31.98,39.13,44.53,49.82,50.62,56.71,58.96,64.44,56.83,52.37,36.63,53.73,71.49,80.77,100.4,109.58,84.91,80.48,59.03,78.53,94.25,102.16,124.08,136.37,139.74,127.94,106.92,115.04,135.82
G459,National,Western,Ховд,MN84,Чандмань,MN8403,"1-р баг, Талын булаг",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.16,12.6,15.75,17.07,18.5,15.43,11.02,13.18,17.12
G460,National,Western,Ховд,MN84,Чандмань,MN8403,"2-р баг, Тахилт",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.57,16.5,19.51,21.08,21.45,19.79,15.71,18.09,20.96
G461,National,Western,Ховд,MN84,Чандмань,MN8403,"3-р баг, Баянхайрхан",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.65,20.55,25.4,28.02,28.07,27.12,23.98,24.62,29.07
G462,National,Western,Ховд,MN84,Чандмань,MN8403,"4-р баг, Сүлжээ",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.05,24.55,30.09,33.17,34.33,33.09,29.15,29.67,34.41
G463,National,Western,Ховд,MN84,Чандмань,MN8403,"5-р баг, Урд гол",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.17,11.87,13.54,14.93,15.46,12.19,11.02,11.43,13.63
G464,National,Western,Ховд,MN84,Чандмань,MN8403,"6-р баг, Жаргалант",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.64,16.1,19.78,22.1,21.94,20.33,16.04,18.05,20.64
G465,National,Western,Ховд,MN84,Эрдэнэбүрэн,MN8418,,Ямаа,28.13,29.47,29.16,32.6,31.15,27.9,28.68,26.35,28.84,27.97,29.44,31.48,32.56,32.07,28.96,30.65,30.55,29.75,33.36,32.8,31.98,31.55,31.93,38.24,44.31,52.53,46.93,51.81,43.42,42.27,40.24,43.84,38.69,50.38,59.86,62.11,73.6,82.27,66.97,59.03,44.08,58.12,67.96,76.13,86.39,92.49,102.08,98.62,83.46,76.63,87.26
G466,National,Western,Ховд,MN84,Эрдэнэбүрэн,MN8418,"1-р баг, Баянгол",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.13,13.75,16.22,17.12,19.81,20.89,19.86,16.93,19.36
G467,National,Western,Ховд,MN84,Эрдэнэбүрэн,MN8418,"2-р баг, Намаржин",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.98,8.49,10.19,11.69,14.02,13.76,10.97,9.84,11.88
G468,National,Western,Ховд,MN84,Эрдэнэбүрэн,MN8418,"3-р баг, Хонгио",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.31,15.42,18.62,19.66,21.27,19.92,17.13,15.74,18.62
G469,National,Western,Ховд,MN84,Эрдэнэбүрэн,MN8418,"4-р баг, Шураг",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.99,33.07,36.05,39.17,42.22,39.98,31.85,30.73,33.75
G470,National,Western,Ховд,MN84,Эрдэнэбүрэн,MN8418,"5-р баг, Хар ус",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,5.4,5.31,4.85,4.76,4.08,3.65,3.4,3.65
G471,National,Western,Увс,MN85,Увс,,,Ямаа,284.26,279.38,272.89,289.76,294.32,283.72,249.53,250.72,259,273.29,281.04,258.11,271.06,252.2,255.27,270.68,280.74,283.84,294.93,303.76,306.98,298.11,311.59,352.97,414.67,480.76,512.03,568.79,621.73,609.96,521.88,570.85,556.79,697.14,835.34,835.7,"1,019.75","1,143.78","1,070.87",979.25,683.77,805.29,859.32,926.41,"1,047.43","1,116.70","1,119.03","1,257.92","1,275.46","1,322.81","1,410.25"
G472,National,Western,Увс,MN85,Улаангом,MN8516,,Ямаа,1.06,0.91,0.7,0.9,,2.46,2.58,2.81,2.26,2.33,2.51,2.72,2.76,2.81,2.92,3.24,2.8,2.55,1.04,1.25,1.48,1.89,2,2.4,2.53,2.29,1.66,22.48,2.06,,,,,,,,,,,67,44.47,49.9,49.16,46.43,59.19,55.05,58.74,64.65,69.88,74.88,79.6
G473,National,Western,Увс,MN85,Улаангом,MN8516,1-р баг,Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78,0.78,5.9,4.83,4.88,5.26,5.6,6.12,6.66
G474,National,Western,Увс,MN85,Улаангом,MN8516,2-р баг,Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.68,1.54,13.01,15.15,16.33,17.64,18.09,18.78,19.17
G475,National,Western,Увс,MN85,Улаангом,MN8516,3-р баг,Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.54,4.85,1.07,1.13,1.16,1.66,1.9,2.12,2.15
G476,National,Western,Увс,MN85,Улаангом,MN8516,4-р баг,Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3,10.77,2.54,1,1.02,0.89,1.2,1.4,1.98
G477,National,Western,Увс,MN85,Улаангом,MN8516,5-р баг,Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,0.33,3.44,3.91,3.87,4.16,4.08,3.78,4.52
G478,National,Western,Увс,MN85,Улаангом,MN8516,6-р баг,Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.54,0.81,2,2.39,2.74,2.44,2.39,2.51,3.03
G479,National,Western,Увс,MN85,Улаангом,MN8516,7-р баг,Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.15,2.28,6.42,2.53,2.53,2.84,3.03,3.86,4.67
G480,National,Western,Увс,MN85,Улаангом,MN8516,8-р баг,Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.11,1.55,12.46,15.14,15.28,17.11,20.41,22.31,22.07
G481,National,Western,Увс,MN85,Улаангом,MN8516,9-р баг,Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.38,5.93,9.36,2.41,3.58,4.41,5.23,5.46,6
G482,National,Western,Увс,MN85,Улаангом,MN8516,10-р баг,Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.04,11.39,1.4,2.3,2.04,2.2,2.19,2.81,3.1
G483,National,Western,Увс,MN85,Улаангом,MN8516,11-р баг,Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.97,6.21,1.58,1.48,2.27,2.42,2.46,2.45,2.47
G484,National,Western,Увс,MN85,Улаангом,MN8516,12-р баг,Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,3.04,3.61,3.31,3.29,3.78
G485,National,Western,Увс,MN85,Баруунтуруун,MN8502,,Ямаа,0.63,0.61,0.62,0.7,0.81,0.76,0.85,0.89,1.03,0.92,1.13,1.08,1.11,0.96,0.97,1.07,1.01,0.8,0.91,1.1,1.37,1.73,2.16,3,4.54,6.36,7.46,8.02,9.75,11.08,8.84,6.23,8.19,8.76,11.62,14.49,19.22,23.96,25.79,27.82,13.26,14.16,17.27,17.61,21.14,24.88,25.04,28.71,31.09,33.94,38.15
G486,National,Western,Увс,MN85,Баруунтуруун,MN8502,"1-р баг, Шанд",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33,1.52,2.08,2.83,3.14,3.52,3.99,4.27,4.39
G487,National,Western,Увс,MN85,Баруунтуруун,MN8502,"2-р баг, Зүүн туруун",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,6.08,6.65,7.56,7.56,8.9,9.79,10.88,11.9
G488,National,Western,Увс,MN85,Баруунтуруун,MN8502,"3-р баг, Туруун",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89,2.09,2.36,3.3,3.23,3.95,4.31,5.27,6.33
G489,National,Western,Увс,MN85,Баруунтуруун,MN8502,"4-р баг, Баян-Айраг",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.85,7.91,10.05,11.19,11.12,12.35,13,13.51,15.53
G490,National,Western,Увс,MN85,Бөхмөрөн,MN8522,,Ямаа,17.26,16.8,16.65,16.94,17.9,16.06,17,16.7,17.33,18.21,17.97,12.53,13.89,13.68,14.15,14.05,13.41,12.96,13.41,13.52,13.67,13.01,14.28,15.95,20.04,23.17,23.62,26.61,27.69,27.63,26.12,28.24,26.23,35.02,39.37,33.76,41.31,46.55,54.01,49.25,39.98,46.14,46.91,50.97,53.91,55.8,56.77,63.29,66.58,66.39,70.23
G491,National,Western,Увс,MN85,Бөхмөрөн,MN8522,"1-р баг, Гурван жигэртэй",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.72,20.04,21.58,22.26,20.49,22.05,23.64,23.87,24.31
G492,National,Western,Увс,MN85,Бөхмөрөн,MN8522,"2-р баг, Хар алтад",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.85,21.18,22.7,22.94,24.24,27.89,29.35,28.79,30.63
G493,National,Western,Увс,MN85,Бөхмөрөн,MN8522,"3-р баг, Байшинт",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.34,9.76,9.63,10.59,12.05,13.34,13.59,13.73,15.29
G494,National,Western,Увс,MN85,Давст,MN8512,,Ямаа,11.09,10.97,11.09,12,14.8,12.1,10.72,9.07,8.81,9.54,9.35,9.19,9.88,10.84,11.88,12.82,12.92,12.72,13.4,13.7,12.38,9.77,9.94,10.02,12.49,14.59,15.35,15.48,16.4,15.64,15.25,17.76,19.9,23.94,29.1,32.82,38.05,39.38,31.61,34.42,29.57,29.46,29.75,29.63,48.29,34.57,31.26,35.97,39.14,42.96,41.19
G495,National,Western,Увс,MN85,Давст,MN8512,"1-р баг, Торхилог",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.73,12.86,28.75,15.27,14.52,17.74,20.02,22.05,20.99
G496,National,Western,Увс,MN85,Давст,MN8512,"2-р баг, Зүүнхөвөө",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,1.32,,2.29,1.19,1.1,1.18,1.28,1.59
G497,National,Western,Увс,MN85,Давст,MN8512,"3-р баг, Хандгайт",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.77,15.45,28.48,17.01,15.56,17.13,17.93,19.63,18.62
G498,National,Western,Увс,MN85,Завхан,MN8510,,Ямаа,13.77,14.15,14.2,16.17,15.37,17.69,15.2,16.01,14.07,16.19,17.09,15.07,16.19,12.65,13.05,15.34,16.58,17.29,16.69,16.05,17.36,19.74,21.91,28.32,34.85,41.81,42.31,50.74,56.25,50.48,34.55,37.99,19.53,29.64,41.5,41.56,48.36,51.43,50.36,44.87,27.27,37.99,41.8,48.87,84.59,58.4,57.6,69.88,66.66,70.43,81.26
G499,National,Western,Увс,MN85,Завхан,MN8510,"1-р баг, Айраг нуур",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.45,13.95,,16.27,17.01,20.39,19.17,21.1,22.57
G500,National,Western,Увс,MN85,Завхан,MN8510,"2-р баг, Хармагт",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.48,13.03,,15.58,15.17,17.91,16.69,17.3,20.38
G501,National,Western,Увс,MN85,Завхан,MN8510,"3-р баг, Хяргас нуур",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.97,11.42,12.63,10.71,10.57,12.8,13.02,12.97,15.06
G502,National,Western,Увс,MN85,Завхан,MN8510,"4-р баг, Шар булаг",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.91,10.47,,15.84,14.85,18.78,17.77,19.06,23.26
G503,National,Western,Увс,MN85,Зүүнговь,MN8504,,Ямаа,4.47,4.54,4.64,5.07,5.09,4.77,4.5,3.37,4.2,4.69,4.67,5.28,5.64,6.24,5.99,6.37,6.55,5.9,6.4,7.03,7.6,7.31,7.76,8.17,9.33,9.18,11.05,12.72,16.12,15.52,15.67,16.13,19.2,18.55,24.36,28.84,36.35,40.01,38.59,34.87,15.19,20.63,25.29,27.76,,37.7,34.51,37.24,39.97,45.23,48.82
G504,National,Western,Увс,MN85,Зүүнговь,MN8504,"1-р баг, Баяннуур",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.89,4.18,5.08,5.34,4.9,4.95,5.46,5.99,6.8
G505,National,Western,Увс,MN85,Зүүнговь,MN8504,"2-р баг, Өгөөмөр",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.57,5.07,6.55,7.99,7.86,8.99,9.51,11.19,11.67
G506,National,Western,Увс,MN85,Зүүнговь,MN8504,"3-р баг, Суврага",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.92,9.91,10.97,12.49,10.14,11.41,12.15,13.97,15.19
G507,National,Western,Увс,MN85,Зүүнговь,MN8504,"4-р баг, Тохой",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.22,6.84,7.69,8.94,8.67,8.98,9.8,10.86,11.62
G508,National,Western,Увс,MN85,Зүүнговь,MN8504,"5-р баг, Зэлийн гол",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,1.76,2.41,2.95,2.95,2.91,3.04,3.22,3.55
G509,National,Western,Увс,MN85,Зүүнхангай,MN8501,,Ямаа,9.83,10.34,8.92,9.23,9.1,8.56,8.66,8.61,9.38,9.92,9.83,8.96,9.61,9.6,9.39,10.21,10.94,11.26,12.3,14.23,15.14,13.4,13.93,17.04,20.79,23.25,24.93,28.82,28.23,28.94,24.71,24.91,28.45,32.53,38.78,39.52,48.74,56.06,57.41,46.55,31.64,36.28,41.02,43.63,48.54,53.31,53.72,57.72,54.91,62.72,67.39
G510,National,Western,Увс,MN85,Зүүнхангай,MN8501,"1-р баг, Даланбулаг",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.57,12.24,13.79,13.74,13.24,15.85,14.87,18.23,18.58
G511,National,Western,Увс,MN85,Зүүнхангай,MN8501,"2-р баг, Баянгол",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.39,14.07,16.16,16.64,17.28,19.25,19.05,21.19,22.98
G512,National,Western,Увс,MN85,Зүүнхангай,MN8501,"3-р баг, Жаргалант",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.64,13.19,14.1,13.59,13.17,16.46,15.38,17.31,19.46
G513,National,Western,Увс,MN85,Зүүнхангай,MN8501,"4-р баг, Хайрхан",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.42,4.14,4.48,9.35,10.03,6.17,5.62,6.01,6.37
G514,National,Western,Увс,MN85,Малчин,MN8509,,Ямаа,14.49,14.81,15.05,16.33,15.26,14.95,11.18,11.1,12.69,14.76,15.62,15.47,16.3,16.28,15.34,15.23,15.69,15.6,16.44,17.24,17.06,15.4,14.13,17.79,20.86,24.41,28.36,32.25,34.96,33.95,29.93,29.2,35.08,40.56,48.73,42.26,51.01,54.78,43.28,46.32,33.67,38.44,39.94,40.17,43.49,45.75,45.98,48.8,50.02,52.61,55.09
G515,National,Western,Увс,MN85,Малчин,MN8509,"1-р баг, Баянмандал",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.78,13.68,14.72,15.65,14.98,16.72,17.45,16.97,17.81
G516,National,Western,Увс,MN85,Малчин,MN8509,"2-р баг, Цалгар",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.75,5.33,5.85,5.65,6.34,7.04,6.7,6.97,7.05
G517,National,Western,Увс,MN85,Малчин,MN8509,"3-р баг, Баянхайрхан",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8,9.58,9.9,10.78,11.43,11.51,12.33,13.8,14.63
G518,National,Western,Увс,MN85,Малчин,MN8509,"4-р баг, Баян-Эрдэнэ",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.61,11.58,13.02,13.67,13.24,13.52,13.54,14.87,15.6
G519,National,Western,Увс,MN85,Наранбулаг,MN8511,,Ямаа,21.88,22.08,22.22,24.8,25.22,23.47,19.65,21.19,22.33,24.56,26,25.93,28.2,24.35,23.93,26.14,26.7,27.5,29.26,29.23,29.03,31.29,29.94,34.41,37.87,40.84,44.19,46.61,52.61,52.44,42.66,51.72,51.5,64.96,76.32,65.84,78.79,87.45,74.33,71.47,46.77,58.85,64.74,72.49,80.96,88.97,87.82,99.56,101.13,94.24,104.86
G520,National,Western,Увс,MN85,Наранбулаг,MN8511,"1-р баг, Гүн бүрд",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.84,8.71,10.36,10.78,10.57,12.58,13.14,12.92,15.34
G521,National,Western,Увс,MN85,Наранбулаг,MN8511,"2-р баг, Алдар",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.24,21.68,23.09,26.34,27.72,31.07,30.73,28.1,30.12
G522,National,Western,Увс,MN85,Наранбулаг,MN8511,"3-р баг, Хужирт",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.19,21.76,24.28,26.55,27.77,29.24,29.37,28.15,30.63
G523,National,Western,Увс,MN85,Наранбулаг,MN8511,"4-р баг, Улаан-Үзүүр",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.48,20.34,23.23,25.31,21.75,26.67,27.89,25.08,28.77
G524,National,Western,Увс,MN85,Өлгий,MN8515,,Ямаа,25.72,23.82,22.92,24.06,25.38,25.82,22.29,25.54,25.45,25.75,26.99,26.56,27.11,24.41,26.29,28.66,30.25,31.16,30.95,29.97,28.95,28.17,29.24,34.87,38.76,45.32,46.15,48.15,51.33,50.73,35.94,42.08,28.64,40.57,50.07,45.1,56,60.99,54.88,46.9,30.14,38.79,42.65,51.23,57.96,64,63.1,74.16,71.93,64.98,78.14
G525,National,Western,Увс,MN85,Өлгий,MN8515,"1-р баг, Чаргат",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.28,20.07,22.15,24.35,23.17,27.66,27.2,25.38,31.03
G526,National,Western,Увс,MN85,Өлгий,MN8515,"2-р баг, Өлгий нуур",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.95,18.98,21.8,23.85,23.53,27.03,25.52,22.52,27.58
G527,National,Western,Увс,MN85,Өлгий,MN8515,"3-р баг, Хулст нуур",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.74,8.98,9.97,11.48,11.85,13.42,12.94,11.42,12.9
G528,National,Western,Увс,MN85,Өлгий,MN8515,"4-р баг, Хөдөлмөр",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.69,3.21,4.04,4.32,4.55,6.05,6.28,5.65,6.62
G529,National,Western,Увс,MN85,Өмнөговь,MN8521,,Ямаа,26.39,25.04,23.29,26.26,29.7,28.11,21.2,23.39,24.22,25.01,26.17,25.67,26.36,22.29,22.39,23.38,24.47,26.13,27.44,28.36,28.53,25.02,26.23,29.47,33.66,41.03,40.95,43.89,44.04,42.39,31.54,37.13,35.21,51.54,61.87,58.71,72.16,79.21,73.57,61.59,42.56,54,62.39,73.43,86.11,90.17,88.12,102.36,102.52,94.26,111.04
G530,National,Western,Увс,MN85,Өмнөговь,MN8521,"1-р баг, Холбоо",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.22,14.09,16.68,16.78,14.99,18.56,18.96,15.93,19.17
G531,National,Western,Увс,MN85,Өмнөговь,MN8521,"2-р баг, Улиаст",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.57,18.96,21.71,22.65,21.79,24.78,24.43,22.59,26.14
G532,National,Western,Увс,MN85,Өмнөговь,MN8521,"3-р баг, Орлого",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.91,22.7,25.94,28.19,28.26,34.18,34.54,32.88,37.76
G533,National,Western,Увс,MN85,Өмнөговь,MN8521,"4-р баг, Баянгол",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.69,12.71,16.26,17.04,16.37,17.27,17.12,14.91,17.94
G534,National,Western,Увс,MN85,Өмнөговь,MN8521,"5-р баг, Намир",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.99,4.96,5.52,5.51,6.71,7.57,7.48,7.96,10.04
G535,National,Western,Увс,MN85,Өндөрхангай,MN8503,,Ямаа,17.79,17.72,16.93,15.28,15.65,16.62,15.2,15.53,16.21,16.48,16.71,11.01,12.06,12.2,11.07,11.13,11.82,12.29,13.19,14.53,13.64,13.52,15.02,17.62,21.43,25.04,28.19,32.7,38.17,39.43,31.7,34.22,34.89,45.85,57.13,55.42,69.81,84.76,75.4,66.05,44.93,53.61,57.59,62.47,72.1,80.79,73.31,90.56,84.11,100.47,105.05
G536,National,Western,Увс,MN85,Өндөрхангай,MN8503,"1-р баг, Цалуу",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.29,11.35,13.33,15.46,14.56,18.81,17.93,21.03,20.72
G537,National,Western,Увс,MN85,Өндөрхангай,MN8503,"2-р баг, Батсайхан",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.39,9.01,10.55,12.08,9.96,11.91,12.9,15.52,16.57
G538,National,Western,Увс,MN85,Өндөрхангай,MN8503,"3-р баг, Цагааннуур",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.25,15.1,17.25,18.92,16,20.15,17.66,21.37,22.22
G539,National,Western,Увс,MN85,Өндөрхангай,MN8503,"4-р баг, Жаргалант",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.87,18.62,21.23,23.56,22.84,27.49,24.95,30.35,32.46
G540,National,Western,Увс,MN85,Өндөрхангай,MN8503,"5-р баг, Цэцэрлэг",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.79,8.39,9.76,10.77,9.95,12.2,10.67,12.2,13.08
G541,National,Western,Увс,MN85,Сагил,MN8519,,Ямаа,19.16,17.17,16.17,17.06,17.69,17.91,16.68,14.14,15.3,15.58,15.41,13.82,14.83,13.35,12.81,13.66,13.95,13.73,14.74,14.88,15.06,15.31,16.85,18.56,21.68,24.8,25.18,29.54,29.15,26.17,26.88,30.9,36.94,45.66,52.32,53.07,65.4,67.94,71.24,65.73,43.86,47.45,46.56,50.69,56.46,58.86,60.49,66.54,72.88,77.19,77.91
G542,National,Western,Увс,MN85,Сагил,MN8519,"1-р баг, Баянзүрх",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.87,11.96,13.15,14.12,14.6,14.73,16.4,17.88,18.02
G543,National,Western,Увс,MN85,Сагил,MN8519,"2-р баг, Боршоо",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.16,7.91,8.84,7.93,7.18,8.58,9.21,9.99,10.09
G544,National,Western,Увс,MN85,Сагил,MN8519,"3-р баг, Өндөр мод",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.54,13.62,15.2,15.92,15.2,17.52,19.33,20.34,20.99
G545,National,Western,Увс,MN85,Сагил,MN8519,"4-р баг, Үүрэг нуур",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.79,12.64,14.19,14.54,16.32,18.2,19.4,19.47,18.48
G546,National,Western,Увс,MN85,Сагил,MN8519,"5-р баг, Хар мод",Ямаа,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.19,4.55,5.08,6.36,7.2,7.51,8.53,9.52,10.33
