HID,NATIONAL,REGION,ADM1,ADM1_PCODE,ADM2,ADM2_PCODE,ADM3,ADM4,TYPE,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
H81,National,Western,Завхан,MN81,Тосонцэнгэл,MN8103,"2-р баг, Хайрхан","2-р баг, Хайрхан",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,0.27,0.28,0.3,0.31,0.34,0.3,0.4,0.51
H82,National,Western,Завхан,MN81,Тосонцэнгэл,MN8103,"3-р баг, Улаантолгой","3-р баг, Улаантолгой",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,0.51,0.53,0.66,0.77,0.82,1.03,1.05,1.16
H83,National,Western,Завхан,MN81,Тосонцэнгэл,MN8103,"4-р баг, Рашаант","4-р баг, Рашаант",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.56,2.64,2.95,3.03,3.63,4.14,4.68,5.08,5.29
H84,National,Western,Завхан,MN81,Тосонцэнгэл,MN8103,"5-р баг, Баян-Улаан","5-р баг, Баян-Улаан",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43,1.52,1.7,1.81,2.1,2.32,2.41,2.52,2.46
H85,National,Western,Завхан,MN81,Тосонцэнгэл,MN8103,"6-р баг, Идэр","6-р баг, Идэр",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.27,2.48,2.94,3.26,3.75,3.64,3.74,4.04,3.92
H86,National,Western,Завхан,MN81,Тосонцэнгэл,MN8103,"7-р баг, Оргих","7-р баг, Оргих",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72,1.74,2.02,2.23,2.63,2.93,3.32,3.76,3.7
H87,National,Western,Завхан,MN81,Түдэвтэй,MN8121,Түдэвтэй,,Адуу,6.94,6.62,6.72,5.55,5.85,4.95,4.99,4.4,4.37,4.31,4.24,4.36,4.43,4.53,4.5,4.5,4.89,5.33,5.81,6.43,6.81,6.37,6.1,6.05,7.06,8.03,8.71,9.23,9.4,8.82,5.64,2.02,2.63,3.02,3.24,3.78,4.32,4.92,5.2,5.6,4.82,5.39,5.74,6.31,6.8,7.38,8.56,10.04,11.2,12.34,9.75
H88,National,Western,Завхан,MN81,Түдэвтэй,MN8121,"1-р баг, Баянцагаан","1-р баг, Баянцагаан",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,1.16,1.11,1.26,1.46,1.74,2.17,2.37,2.15
H89,National,Western,Завхан,MN81,Түдэвтэй,MN8121,"2-р баг, Аргалант","2-р баг, Аргалант",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.51,2.69,1.66,1.67,1.89,2.17,2.4,2.43,1.85
H90,National,Western,Завхан,MN81,Түдэвтэй,MN8121,"3-р баг, Цорго","3-р баг, Цорго",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63,0.75,0.77,0.87,1.07,1.34,1.49,2.07,1.72
H91,National,Western,Завхан,MN81,Түдэвтэй,MN8121,"4-р баг, Ойгон","4-р баг, Ойгон",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56,1.71,1.73,1.91,2.22,2.64,2.9,3.1,2.11
H92,National,Western,Завхан,MN81,Түдэвтэй,MN8121,"5-р баг, Шарнуруу","5-р баг, Шарнуруу",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.54,1.66,1.92,2.15,2.25,2.37,1.93
H93,National,Western,Завхан,MN81,Тэлмэн,MN8105,Тэлмэн,,Адуу,8.15,8.35,8.46,8.18,8.76,8.91,8.51,8.32,8.27,8.27,8.08,8.57,8.43,7.99,8.51,8.5,8.97,9.34,10.03,10.97,10.93,9.29,8.93,8.43,9.75,11.03,12.55,13.97,15,14.48,11.46,6.21,6.42,5.88,6.11,6.49,7.12,7.74,8.62,8.74,7.71,8.22,9.64,10.43,11.22,12.09,12.81,13.12,13.39,13.04,12.7
H94,National,Western,Завхан,MN81,Тэлмэн,MN8105,"1-р баг, Өгөөмөр","1-р баг, Өгөөмөр",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.56,2.73,2.9,3.11,3.21,3.24,3.2,2.98,2.88
H95,National,Western,Завхан,MN81,Тэлмэн,MN8105,"2-р баг, Шургах","2-р баг, Шургах",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.42,2.81,2.98,3.1,3.2,3.21,3.27,2.95,2.92
H96,National,Western,Завхан,MN81,Тэлмэн,MN8105,"3-р баг, Нуур","3-р баг, Нуур",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45,1.54,1.73,1.91,1.96,2.05,2.27,2.3,2.15
H97,National,Western,Завхан,MN81,Тэлмэн,MN8105,"4-р баг, Баянтэгш","4-р баг, Баянтэгш",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43,1.46,1.57,1.84,1.98,2.16,2.19,2.19,2.12
H98,National,Western,Завхан,MN81,Тэлмэн,MN8105,"5-р баг, Өвөгдий","5-р баг, Өвөгдий",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.49,0.5,0.54,0.64,0.44,0.41,0.4,0.46
H99,National,Western,Завхан,MN81,Тэлмэн,MN8105,"6-р баг, Баян-Айраг","6-р баг, Баян-Айраг",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.39,1.41,1.55,1.59,1.82,2.02,2.05,2.23,2.17
H100,National,Western,Завхан,MN81,Тэс,MN8125,Тэс,,Адуу,3.69,3.8,3.72,0.16,0.39,0.52,0.64,0.69,0.56,0.57,0.56,0.63,0.78,0.73,0.77,0.83,0.92,0.99,1.14,1.38,2.11,4.1,3.95,4.42,4.95,5.58,5.16,5.54,4.92,3.81,3.19,3.36,3.36,3.29,3.48,3.64,4.18,4.36,4.29,4.47,4.34,4.94,4.69,4.98,5.46,5.79,6.35,6.76,7,7.72,7.69
H101,National,Western,Завхан,MN81,Тэс,MN8125,"1-р баг, Дооно","1-р баг, Дооно",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58,1.59,1.88,2.11,2.24,2.48,2.69,3.2,3.24
H102,National,Western,Завхан,MN81,Тэс,MN8125,"2-р баг, Нисэг","2-р баг, Нисэг",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,0.88,0.98,1.15,1.25,1.29,1.4,1.54,1.43
H103,National,Western,Завхан,MN81,Тэс,MN8125,"3-р баг, Баян-Уул","3-р баг, Баян-Уул",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,1,1.13,1.32,1.46,1.68,1.85,1.93,1.87
H104,National,Western,Завхан,MN81,Тэс,MN8125,"4-р баг, Зүр","4-р баг, Зүр",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35,1.51,1.47,1.22,1.4,1.31,1.06,1.06,1.15
H105,National,Western,Завхан,MN81,Ургамал,MN8129,Ургамал,,Адуу,6.82,6.97,6.9,6.36,6.05,5.63,5.52,5.37,5.2,4.59,4.77,4.71,4.86,4.89,4.99,5.71,5.67,6.27,6.67,6.63,7,6.29,5.97,5.21,5.65,6.16,5.92,6.11,6.17,5.33,3.83,4.03,2.45,3.05,3.49,3.85,4.17,4.69,4.3,3.28,2.43,2.74,3.17,3.74,4.09,4.51,5.15,5.6,5.22,6.11,6.22
H106,National,Western,Завхан,MN81,Ургамал,MN8129,"1-р баг, Тосгуур","1-р баг, Тосгуур",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,0.9,1.07,1.24,1.45,1.57,1.36,1.53,1.57
H107,National,Western,Завхан,MN81,Ургамал,MN8129,"2-р баг, Хульж","2-р баг, Хульж",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,1.04,1.16,1.22,1.38,1.52,1.44,1.69,1.71
H108,National,Western,Завхан,MN81,Ургамал,MN8129,"3-р баг, Нуур зөөхий","3-р баг, Нуур зөөхий",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,0.7,0.74,0.8,0.89,1.06,1.06,1.23,1.24
H109,National,Western,Завхан,MN81,Ургамал,MN8129,"4-р баг, Төв","4-р баг, Төв",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.2,0.23,0.26,0.29,0.32,0.32,0.39,0.37
H110,National,Western,Завхан,MN81,Ургамал,MN8129,"5-р баг, Баян-Улаан","5-р баг, Баян-Улаан",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74,0.91,0.89,1,1.15,1.14,1.04,1.26,1.33
H111,National,Western,Завхан,MN81,Цагаанхайрхан,MN8112,Цагаанхайрхан,,Адуу,4.14,4.22,4.37,4.76,4.81,4.98,4.37,4.31,3.98,3.84,3.6,3.52,3.71,3.55,3.85,3.69,3.71,3.85,3.97,4.23,4.25,4.27,4.1,3.86,4.64,5.23,5.42,4.93,4.91,4.73,3.5,3.34,3.19,3.19,2.96,2.93,3.09,3.22,2.62,2.38,0.9,0.99,1.01,1.16,1.4,1.7,2.15,2.74,3.26,3.93,4.18
H112,National,Western,Завхан,MN81,Цагаанхайрхан,MN8112,"1-р баг, Цэцэрлэг","1-р баг, Цэцэрлэг",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,0.37,0.48,0.56,0.74,0.93,1.09,1.29,1.32
H113,National,Western,Завхан,MN81,Цагаанхайрхан,MN8112,"2-р баг, Онц","2-р баг, Онц",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,0.36,0.45,0.56,0.65,0.83,1.05,1.24,1.23
H114,National,Western,Завхан,MN81,Цагаанхайрхан,MN8112,"3-р баг, Баянбулаг","3-р баг, Баянбулаг",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,0.31,0.34,0.43,0.58,0.78,0.89,1.07,1.25
H115,National,Western,Завхан,MN81,Цагаанхайрхан,MN8112,"4-р баг, Агьт","4-р баг, Агьт",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.12,0.14,0.16,0.19,0.21,0.23,0.33,0.38
H116,National,Western,Завхан,MN81,Цагаанчулуут,MN8115,Цагаанчулуут,,Адуу,3.82,4.06,4.16,4.37,4.61,4.62,4.43,4.1,3.82,3.8,3.93,4.19,4.49,4.22,4.4,4.47,4.7,4.92,5.44,5.8,6.27,6.43,6.68,6.24,7.23,8.12,8.62,8.09,7.98,7.17,5.32,5.16,4.65,4.77,4.72,5.06,5.52,5.93,5.52,4.84,1.96,2.33,2.7,3.12,3.77,4.34,5.13,6.04,6.77,7.49,7.47
H117,National,Western,Завхан,MN81,Цагаанчулуут,MN8115,"1-р баг, Арц","1-р баг, Арц",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15,1.35,1.58,1.69,1.93,2.36,2.58,2.86,2.78
H118,National,Western,Завхан,MN81,Цагаанчулуут,MN8115,"2-р баг, Жавцаг","2-р баг, Жавцаг",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,0.47,0.59,0.66,0.81,0.96,1.13,1.27,1.22
H119,National,Western,Завхан,MN81,Цагаанчулуут,MN8115,"3-р баг, Дэлгэр","3-р баг, Дэлгэр",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,1.08,1.3,1.56,1.83,2.1,2.38,2.55,2.6
H120,National,Western,Завхан,MN81,Цагаанчулуут,MN8115,"4-р баг, Баянхайрхан","4-р баг, Баянхайрхан",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.23,0.3,0.44,0.57,0.62,0.68,0.81,0.87
H121,National,Western,Завхан,MN81,Цэцэн-Уул,MN8122,Цэцэн-Уул,,Адуу,6.53,6.9,6.67,6.74,6.61,6.52,6.31,5.63,5.15,4.91,4.91,4.58,4.67,4.51,4.77,4.65,4.9,5.31,5.61,5.98,6.17,5.66,4.79,4.44,5.32,6,6.28,6.07,6.09,5.54,2.31,2.06,2.15,2.49,2.79,3,3.26,3.72,3.88,3.73,2.71,3.16,3.56,4.1,4.54,4.9,5.52,6.12,6.08,6.99,7.18
H122,National,Western,Завхан,MN81,Цэцэн-Уул,MN8122,"1-р баг, Оройн товгор","1-р баг, Оройн товгор",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.17,1.4,1.48,1.63,1.86,1.95,1.71,1.95,1.97
H123,National,Western,Завхан,MN81,Цэцэн-Уул,MN8122,"2-р баг, Жаргалант","2-р баг, Жаргалант",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35,1.46,1.52,1.53,1.66,1.93,2,2.3,2.37
H124,National,Western,Завхан,MN81,Цэцэн-Уул,MN8122,"3-р баг, Сангийн далай","3-р баг, Сангийн далай",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72,0.84,1.03,1.2,1.34,1.47,1.51,1.66,1.66
H125,National,Western,Завхан,MN81,Цэцэн-Уул,MN8122,"4-р баг, Шотой","4-р баг, Шотой",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.17,0.21,0.25,0.3,0.33,0.38,0.51,0.57
H126,National,Western,Завхан,MN81,Цэцэн-Уул,MN8122,"5-р баг, Батсуурь","5-р баг, Батсуурь",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,0.22,0.3,0.29,0.36,0.44,0.48,0.58,0.6
H127,National,Western,Завхан,MN81,Шилүүстэй,MN8114,Шилүүстэй,,Адуу,4.39,4.41,4.41,4.87,5,5.17,5.05,5.22,5.01,5.06,5.19,5.37,5.44,4.96,4.11,4.14,4.36,4.45,4.41,4.91,5.33,5.47,5.63,4.73,5.82,6.86,7.39,7.62,7.63,7.38,4.87,4.7,3.35,3.51,3.7,4.07,4.6,5.1,5,4.09,1.46,1.88,2.26,2.85,3.21,3.81,4.32,5.28,5.83,6,6.01
H128,National,Western,Завхан,MN81,Шилүүстэй,MN8114,"1-р баг, Баян-Улаан","1-р баг, Баян-Улаан",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,1.03,1.23,1.46,1.68,2.11,2.35,2.41,2.42
H129,National,Western,Завхан,MN81,Шилүүстэй,MN8114,"2-р баг, Чандмань","2-р баг, Чандмань",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.21,0.24,0.31,0.38,0.53,0.6,0.6,0.56
H130,National,Western,Завхан,MN81,Шилүүстэй,MN8114,"3-р баг, Хөгжил","3-р баг, Хөгжил",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,0.44,0.53,0.69,0.86,0.98,1.08,1.14,1.23
H131,National,Western,Завхан,MN81,Шилүүстэй,MN8114,"4-р баг, Сайхан","4-р баг, Сайхан",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,1.17,1.2,1.35,1.4,1.66,1.81,1.85,1.81
H132,National,Western,Завхан,MN81,Эрдэнэхайрхан,MN8124,Эрдэнэхайрхан,,Адуу,7.09,7.11,7.12,7.4,7.68,7.36,7.42,6.21,5.86,5.74,5.53,5.23,5.49,5.24,5.4,5.55,5.86,6.22,6.46,6.84,6.75,6.07,5.32,4.8,6.36,7.18,7.53,7.54,7.84,7.38,4.28,2.66,2.76,3.31,3.26,3.4,3.66,4.79,5.11,5.02,2.34,3.34,3.87,4.8,5.74,6.37,7.41,8.94,9.27,10.63,10.3
H133,National,Western,Завхан,MN81,Эрдэнэхайрхан,MN8124,"1-р баг, Багануур","1-р баг, Багануур",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,1.02,1.24,1.42,1.66,1.89,2,2.12,2.24
H134,National,Western,Завхан,MN81,Эрдэнэхайрхан,MN8124,"2-р баг, Мөсөн","2-р баг, Мөсөн",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,0.75,0.91,1,1.22,1.49,1.53,2.5,2.55
H135,National,Western,Завхан,MN81,Эрдэнэхайрхан,MN8124,"3-р баг, Алтан","3-р баг, Алтан",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33,1.61,2.06,2.14,2.6,3.13,3.25,3.66,3.43
H136,National,Western,Завхан,MN81,Эрдэнэхайрхан,MN8124,"4-р баг, Баянзүрх","4-р баг, Баянзүрх",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,1.17,1.24,1.45,1.57,1.98,1.99,1.73,1.53
H137,National,Western,Завхан,MN81,Эрдэнэхайрхан,MN8124,"5-р баг, Хайрхан","5-р баг, Хайрхан",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.25,0.3,0.35,0.37,0.45,0.49,0.62,0.56
H138,National,Western,Завхан,MN81,Яруу,MN8113,Яруу,,Адуу,8.29,8.01,7.97,8.15,8.22,8.41,7.98,6.93,6.33,6.35,6.54,6.87,7.28,7.33,7.54,7.17,7.48,7.99,8.69,9.22,9.27,9.09,8.04,7.84,9.45,10.85,11.56,11.43,11.73,11.35,6.84,3.13,3.21,3.58,3.54,3.81,4.58,5.64,6.18,6.57,4.68,5.59,6.38,6.64,7.58,8.88,10.14,11.61,12.87,14.38,12.5
H139,National,Western,Завхан,MN81,Яруу,MN8113,"1-р баг, Зүйл","1-р баг, Зүйл",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.39,1.64,1.97,2.28,2.64,2.78,3.02,3.31,2.89
H140,National,Western,Завхан,MN81,Яруу,MN8113,"2-р баг, Жаргалант","2-р баг, Жаргалант",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35,1.25,1.41,1.61,1.86,2.11,2.46,2.83,2.67
H141,National,Western,Завхан,MN81,Яруу,MN8113,"3-р баг, Өргөн","3-р баг, Өргөн",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38,1.35,1.36,1.54,1.85,2.19,2.45,2.58,2.1
H142,National,Western,Завхан,MN81,Яруу,MN8113,"4-р баг, Хэц-Улаан","4-р баг, Хэц-Улаан",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96,2.1,2.5,3.07,3.28,3.87,4.15,4.79,4.08
H143,National,Western,Завхан,MN81,Яруу,MN8113,"5-р баг, Чандмань","5-р баг, Чандмань",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,0.31,0.35,0.39,0.5,0.65,0.78,0.87,0.76
H144,National,Western,Говь-Алтай,MN82,Говь-Алтай,,Говь-Алтай,,Адуу,82.72,87.99,91.98,93.41,99.44,97.96,98.26,97.37,92.5,89.99,90.04,88.44,84.41,76.38,69.99,72.27,73.04,77.21,78.35,82.06,81.64,84.47,81.13,79.63,91.15,102.87,107.64,102.63,106.48,103.47,91.87,75.12,35.08,40.48,47.21,54.39,62.63,71.57,73.76,65.96,38.75,46.56,55.03,65.26,76.75,88.37,106.84,123.69,130,132.43,122.13
H145,National,Western,Говь-Алтай,MN82,Есөнбулаг,MN8208,Есөнбулаг,,Адуу,,0.09,0.1,0.1,0.18,0.17,0.19,0.24,0.19,0.2,0.22,0.25,0.42,0.34,0.4,0.42,0.52,0.85,0.88,0.97,1.29,1.66,1.89,2.23,2.69,2.9,6.06,5.74,7.35,7.43,6.77,4.29,1.1,1.54,1.94,2.32,3.22,3.61,3.89,3.23,1.72,2.42,2.77,3.91,4.67,6.12,7.58,9.11,9.42,9.01,9.22
H146,National,Western,Говь-Алтай,MN82,Есөнбулаг,MN8208,"1-р баг, Баянхайрхан","1-р баг, Баянхайрхан",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,1.06,1.25,0.75,0.87,0.95,1.06,0.96,0.95
H147,National,Western,Говь-Алтай,MN82,Есөнбулаг,MN8208,"2-р баг, Баяншанд","2-р баг, Баяншанд",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,0.43,0.58,0.37,0.44,0.6,0.61,0.64,0.72
H148,National,Western,Говь-Алтай,MN82,Есөнбулаг,MN8208,"3-р баг, Жаргалант","3-р баг, Жаргалант",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,0.31,0.4,0.43,0.53,0.59,0.56,0.54,0.72
H149,National,Western,Говь-Алтай,MN82,Есөнбулаг,MN8208,"4-р баг, Харзат","4-р баг, Харзат",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,0.68,0.75,0.25,0.34,0.4,0.45,0.54,0.6
H150,National,Western,Говь-Алтай,MN82,Есөнбулаг,MN8208,"5-р баг, Рашаант","5-р баг, Рашаант",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,1.05,1.2,1.34,1.57,1.81,2.13,2.15,1.74
H151,National,Western,Говь-Алтай,MN82,Есөнбулаг,MN8208,"6-р баг, Наран","6-р баг, Наран",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,0.38,0.5,0.62,0.8,0.89,1.05,1.14,1.12
H152,National,Western,Говь-Алтай,MN82,Есөнбулаг,MN8208,"7-р баг, Жинст","7-р баг, Жинст",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,1.17,1.49,1.36,1.08,1.17
H153,National,Western,Говь-Алтай,MN82,Есөнбулаг,MN8208,"8-р баг, Индэрт","8-р баг, Индэрт",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,0.42,0.5,0.29,0.31,0.44
H154,National,Western,Говь-Алтай,MN82,Есөнбулаг,MN8208,"9-р баг, Түмэн","9-р баг, Түмэн",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,0.33,0.49,0.49,0.52,0.57
H155,National,Western,Говь-Алтай,MN82,Есөнбулаг,MN8208,"10-р баг, Оргил","10-р баг, Оргил",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,1.11,1.39,1.43,1.12,1.21
H156,National,Western,Говь-Алтай,MN82,Алтай,MN8213,Алтай,,Адуу,1.89,1.99,1.98,2.03,2.09,2.17,2.31,2.36,1.97,2.16,2.15,2.17,2.22,2.15,2.17,2.23,2.16,2.37,2.44,2.65,2.82,3.01,3.04,3.06,3.38,3.49,3.65,3.52,3.77,3.71,3.58,3.05,2.07,2.27,2.48,2.56,2.59,2.69,2.51,1.87,0.85,0.98,1.17,1.41,1.6,1.95,2.4,2.99,3.59,4.18,4.02
H157,National,Western,Говь-Алтай,MN82,Алтай,MN8213,"1-р баг, Бадрал","1-р баг, Бадрал",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,0.26,0.31,0.34,0.43,0.53,0.64,0.77,0.71
H158,National,Western,Говь-Алтай,MN82,Алтай,MN8213,"2-р баг, Баянцагаан","2-р баг, Баянцагаан",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,0.37,0.39,0.43,0.51,0.63,0.77,0.89,0.91
H159,National,Western,Говь-Алтай,MN82,Алтай,MN8213,"3-р баг, Урт","3-р баг, Урт",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,0.53,0.61,0.76,1.03,1.29,1.57,1.85,1.73
H160,National,Western,Говь-Алтай,MN82,Алтай,MN8213,"4-р баг, Баян-Овоо","4-р баг, Баян-Овоо",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,0.24,0.3,0.42,0.43,0.53,0.61,0.66,0.67
H161,National,Western,Говь-Алтай,MN82,Баян-Уул,MN8215,Баян-Уул,,Адуу,9.06,9.55,9.84,9.84,10.62,10.17,9.8,9.35,9.08,9.25,9.45,9.34,9.16,6.01,6.51,6.84,7.06,7.23,7.67,8.17,8.27,8.13,7.87,7.46,8.51,9.52,10.4,9.8,9.11,10.11,8.51,7.67,3,3.81,4.61,5.42,6.36,7.15,7.65,6.23,2.89,3.67,4.39,5.4,6.53,7.03,8.19,8.85,8.25,7.99,8.66
H162,National,Western,Говь-Алтай,MN82,Баян-Уул,MN8215,"1-р баг, Баян богд","1-р баг, Баян богд",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,0.61,0.75,0.85,0.99,1.09,1.13,1.17,1.16
H163,National,Western,Говь-Алтай,MN82,Баян-Уул,MN8215,"2-р баг, Чандмань хайрхан","2-р баг, Чандмань хайрхан",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69,0.76,0.87,0.93,1.08,1.2,1.18,1.18,1.28
H164,National,Western,Говь-Алтай,MN82,Баян-Уул,MN8215,"3-р баг, Баянхайрхан","3-р баг, Баянхайрхан",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,1.14,1.33,1.4,1.63,1.78,1.71,1.56,1.69
H165,National,Western,Говь-Алтай,MN82,Баян-Уул,MN8215,"4-р баг, Хүйсийн говь","4-р баг, Хүйсийн говь",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,1.1,1.39,1.51,1.73,1.87,1.59,1.29,1.52
H166,National,Western,Говь-Алтай,MN82,Баян-Уул,MN8215,"5-р баг, Баянговь","5-р баг, Баянговь",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66,0.84,1.02,1.17,1.4,1.4,1.25,1.29,1.35
H167,National,Western,Говь-Алтай,MN82,Баян-Уул,MN8204,"6-р баг, Алтангадас","6-р баг, Алтангадас",Адуу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72,0.94,1.16,1.17,1.36,1.51,1.39,1.5,1.67
