SID,NATIONAL,REGION,ADM1,ADM1_PCODE,ADM2,ADM2_PCODE,ADM3,ADM4,TYPE,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
S77,National,Western,Завхан,MN81,Сонгино,MN8123,"4-р баг, Тариат","4-р баг, Тариат",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.42,7.87,8.83,10.41,11.14,11.35,11.61,13.61,14.13
S78,National,Western,Завхан,MN81,Сонгино,MN8123,"5-р баг, Бор-Өндөр","5-р баг, Бор-Өндөр",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99,2.42,2.62,3.39,3.37,3.15,3.22,4.06,4.62
S79,National,Western,Завхан,MN81,Тосонцэнгэл,MN8103,Тосонцэнгэл,,Хонь,0.73,0.85,0.28,0.23,0.26,0.41,0.41,0.37,0.24,0.29,0.33,0.42,0.48,1.42,1.95,4.06,4.56,3.65,5.32,8.13,15.6,15.5,,,,,,,,,50.47,20.25,19.38,22.68,28.84,36.45,46.13,60.41,65.07,67.88,46.05,52.43,56.96,60.21,72.34,76.49,86.4,83.73,87.38,95.37,77.13
S80,National,Western,Завхан,MN81,Тосонцэнгэл,MN8103,"1-р баг, Дархан-Уул","1-р баг, Дархан-Уул",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.59,1.44,1.86,1.84,1.62,1.52,1.58,1.99,2.78
S81,National,Western,Завхан,MN81,Тосонцэнгэл,MN8103,"2-р баг, Хайрхан","2-р баг, Хайрхан",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.54,1.44,1.9,1.37,1.94,1.99,1.95,2.22,2.07
S82,National,Western,Завхан,MN81,Тосонцэнгэл,MN8103,"3-р баг, Улаантолгой","3-р баг, Улаантолгой",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89,2.14,2.34,2.68,3.4,2.69,3.75,4.46,3.78
S83,National,Western,Завхан,MN81,Тосонцэнгэл,MN8103,"4-р баг, Рашаант","4-р баг, Рашаант",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9,13.77,16.2,17.28,19.29,20.96,20.33,23.17,19.78
S84,National,Western,Завхан,MN81,Тосонцэнгэл,MN8103,"5-р баг, Баян-Улаан","5-р баг, Баян-Улаан",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.34,6.66,8.13,8.85,9.92,10.6,10.54,12.42,9.92
S85,National,Western,Завхан,MN81,Тосонцэнгэл,MN8103,"6-р баг, Идэр","6-р баг, Идэр",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.43,15.59,19.63,20.45,24.14,21.77,23.78,23.8,19.02
S86,National,Western,Завхан,MN81,Тосонцэнгэл,MN8103,"7-р баг, Оргих","7-р баг, Оргих",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.27,19.18,22.29,24.01,26.09,24.2,25.45,27.31,19.79
S87,National,Western,Завхан,MN81,Түдэвтэй,MN8121,Түдэвтэй,,Хонь,46.54,47.97,52.19,54.59,52.57,51.37,54.12,49.65,55.1,59.15,52.37,44.59,48.09,47.61,42.28,40.59,42.66,44.08,45.56,48.83,53.8,50.12,54.56,48.45,49.74,45.75,47.89,49.08,47.27,45.48,35.56,18.2,19.51,23.02,30.01,37.13,47.6,55.53,65.08,63.73,35.24,39.63,45.62,48.18,52.29,57.73,64.76,65.85,72.85,74.44,65.06
S88,National,Western,Завхан,MN81,Түдэвтэй,MN8121,"1-р баг, Баянцагаан","1-р баг, Баянцагаан",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.81,16.77,15.55,17.37,19.39,20.24,21.57,23.3,21.15
S89,National,Western,Завхан,MN81,Түдэвтэй,MN8121,"2-р баг, Аргалант","2-р баг, Аргалант",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.34,15.98,10.25,10.54,12.23,13.52,14.04,13.91,11.82
S90,National,Western,Завхан,MN81,Түдэвтэй,MN8121,"3-р баг, Цорго","3-р баг, Цорго",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.99,4.14,3.73,4.05,5.28,5.85,6.93,7.69,7.25
S91,National,Western,Завхан,MN81,Түдэвтэй,MN8121,"4-р баг, Ойгон","4-р баг, Ойгон",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.48,11.3,11.81,14.35,15.45,15.45,18.59,17.38,13.86
S92,National,Western,Завхан,MN81,Түдэвтэй,MN8121,"5-р баг, Шарнуруу","5-р баг, Шарнуруу",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.95,11.42,12.41,10.8,11.73,12.16,10.98
S93,National,Western,Завхан,MN81,Тэлмэн,MN8105,Тэлмэн,,Хонь,53.6,57.72,59.16,58.74,58.46,61.74,60.29,59.88,66.98,70.01,75.73,70.64,74.41,66.85,66.62,67.32,69.05,74.91,76.13,83.76,86.03,72.24,65.3,53.72,59.22,63,68.5,74.71,80.94,77.7,64.87,28.82,29.32,32.85,39.98,49.42,60.2,67.8,76.76,72.56,53.36,58.09,67.67,74.39,83.63,90.1,98.31,96.89,97.84,99.2,92.28
S94,National,Western,Завхан,MN81,Тэлмэн,MN8105,"1-р баг, Өгөөмөр","1-р баг, Өгөөмөр",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.97,15.26,17.45,18.5,20.94,21.93,21.44,22.78,23.58
S95,National,Western,Завхан,MN81,Тэлмэн,MN8105,"2-р баг, Шургах","2-р баг, Шургах",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.79,17.86,19.77,20.76,23.37,23.17,23.1,24.61,24.75
S96,National,Western,Завхан,MN81,Тэлмэн,MN8105,"3-р баг, Нуур","3-р баг, Нуур",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.79,16.77,18.72,21.13,20.9,20.07,20.52,18.81,14.67
S97,National,Western,Завхан,MN81,Тэлмэн,MN8105,"4-р баг, Баянтэгш","4-р баг, Баянтэгш",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2,10.01,11.22,12.75,13.64,13.91,14.67,14.87,13.6
S98,National,Western,Завхан,MN81,Тэлмэн,MN8105,"5-р баг, Өвөгдий","5-р баг, Өвөгдий",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64,1.61,1.93,1.61,2.23,1.71,1.76,2.03,2.31
S99,National,Western,Завхан,MN81,Тэлмэн,MN8105,"6-р баг, Баян-Айраг","6-р баг, Баян-Айраг",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.28,12.89,14.54,15.34,17.22,16.1,16.35,16.1,13.38
S100,National,Western,Завхан,MN81,Тэс,MN8125,Тэс,,Хонь,39.33,42.09,44.31,,1,6.55,7.14,7.96,8.08,8.42,8.11,7.15,7.68,8.57,9.12,10.1,10.9,11.34,12.3,13.96,18.86,47.64,48.13,53.89,51.86,46.64,37.69,35.92,37.14,28.49,28.12,28.5,29.79,25.33,32.69,35.62,42.03,43.15,38.14,41.22,31.35,33.83,41.42,44.05,52.72,54.2,47.12,50.12,53.29,54.46,53.22
S101,National,Western,Завхан,MN81,Тэс,MN8125,"1-р баг, Дооно","1-р баг, Дооно",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.62,18.66,21.62,22.98,20.21,23.34,24.46,24.9,24.78
S102,National,Western,Завхан,MN81,Тэс,MN8125,"2-р баг, Нисэг","2-р баг, Нисэг",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6,10.96,13.49,13.72,11.53,11.27,11.65,12.65,12.11
S103,National,Western,Завхан,MN81,Тэс,MN8125,"3-р баг, Баян-Уул","3-р баг, Баян-Уул",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.01,9.28,12.28,13.61,11.16,11.58,13.47,13.48,11.9
S104,National,Western,Завхан,MN81,Тэс,MN8125,"4-р баг, Зүр","4-р баг, Зүр",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.19,5.14,5.34,3.88,4.22,3.93,3.71,3.43,4.43
S105,National,Western,Завхан,MN81,Ургамал,MN8129,Ургамал,,Хонь,48.4,51.52,54.77,51.87,49.29,50.73,51.5,46.77,48.3,42.62,47.08,45.97,49.22,50.63,43.04,46.93,46.51,50.12,51.46,52.52,51.69,48.84,49,52.02,51.34,51.63,48.3,50.67,52.46,45.25,36.83,43.77,26.92,32.46,38.26,41.49,47.47,54.89,50.7,37.93,31.13,35.6,41,47.02,51.62,55.43,61.94,59.5,44.3,52.22,53.37
S106,National,Western,Завхан,MN81,Ургамал,MN8129,"1-р баг, Тосгуур","1-р баг, Тосгуур",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.39,11.87,13.73,15.3,16.81,17.5,12.91,14.22,14.67
S107,National,Western,Завхан,MN81,Ургамал,MN8129,"2-р баг, Хульж","2-р баг, Хульж",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.45,9.25,9.99,10.08,11.9,10.68,9.63,12.46,12.18
S108,National,Western,Завхан,MN81,Ургамал,MN8129,"3-р баг, Нуур зөөхий","3-р баг, Нуур зөөхий",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.46,9.87,11.03,12.32,12.75,13.09,9.94,11.55,12.21
S109,National,Western,Завхан,MN81,Ургамал,MN8129,"4-р баг, Төв","4-р баг, Төв",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,2.99,3.38,3.63,4.17,3.33,2.06,2.49,2.35
S110,National,Western,Завхан,MN81,Ургамал,MN8129,"5-р баг, Баян-Улаан","5-р баг, Баян-Улаан",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.92,13.04,13.48,14.1,16.31,14.91,9.76,11.5,11.95
S111,National,Western,Завхан,MN81,Цагаанхайрхан,MN8112,Цагаанхайрхан,,Хонь,39.24,40.18,40.11,41.69,40.42,42.6,43.44,42.31,46.61,48.6,50.27,45.89,49.33,47.31,39.78,36.27,36.53,37.52,38.52,42.44,44.62,44.95,41.64,38.09,38.93,39.42,36.94,37.26,36.68,37.2,37.05,26.9,23.43,23.52,25.3,28.43,33.88,38.16,37.82,37.01,15.85,18.36,22.08,25.82,29.65,33.83,39.54,48.11,51.27,50.58,47.71
S112,National,Western,Завхан,MN81,Цагаанхайрхан,MN8112,"1-р баг, Цэцэрлэг","1-р баг, Цэцэрлэг",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.78,9.19,10.47,12.28,15.08,17.73,20.2,20.47,18.9
S113,National,Western,Завхан,MN81,Цагаанхайрхан,MN8112,"2-р баг, Онц","2-р баг, Онц",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.72,8,9.22,10.6,12.13,15.18,16.77,15.81,14.22
S114,National,Western,Завхан,MN81,Цагаанхайрхан,MN8112,"3-р баг, Баянбулаг","3-р баг, Баянбулаг",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.87,5.6,6.21,6.95,7.9,9.25,8.81,8.89,9.51
S115,National,Western,Завхан,MN81,Цагаанхайрхан,MN8112,"4-р баг, Агьт","4-р баг, Агьт",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.71,3.02,3.75,4,4.44,5.96,5.49,5.42,5.08
S116,National,Western,Завхан,MN81,Цагаанчулуут,MN8115,Цагаанчулуут,,Хонь,54.71,57.7,57.76,59.15,58.12,60.48,60.31,53.05,56.64,58.14,58.62,56.3,61.17,56.01,49.99,48.66,44.64,46.4,48.35,52.55,55.92,56.89,56.84,49.44,51.01,51.02,50.5,50.68,50.11,49.38,44.81,37.07,30.38,30.41,34.14,40.14,47.26,52.16,49.49,47.66,16.57,19.84,23.02,25.89,30.65,34.72,42.15,48.99,51.4,52.19,49.48
S117,National,Western,Завхан,MN81,Цагаанчулуут,MN8115,"1-р баг, Арц","1-р баг, Арц",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.43,10.57,12.44,13.98,16.45,18.31,17.69,17.99,16.39
S118,National,Western,Завхан,MN81,Цагаанчулуут,MN8115,"2-р баг, Жавцаг","2-р баг, Жавцаг",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.16,4.71,5.67,6.15,8.01,10.47,11.73,12.43,12.64
S119,National,Western,Завхан,MN81,Цагаанчулуут,MN8115,"3-р баг, Дэлгэр","3-р баг, Дэлгэр",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.21,9.2,10.72,12.37,14.46,16.69,18.29,18.62,17.41
S120,National,Western,Завхан,MN81,Цагаанчулуут,MN8115,"4-р баг, Баянхайрхан","4-р баг, Баянхайрхан",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23,1.41,1.82,2.21,3.23,3.51,3.69,3.15,3.05
S121,National,Western,Завхан,MN81,Цэцэн-Уул,MN8122,Цэцэн-Уул,,Хонь,44.17,46.91,49.17,51.59,50.74,52.37,54.58,55.39,58.82,54.85,59.16,58.22,62.29,60.81,54.86,58.58,59.41,60.15,63.33,71.17,79.22,80.56,73.17,72.59,75.76,76.4,74.46,69.4,70.45,66.01,43.97,31.72,34.09,37.44,43.63,50.43,60.02,69.27,68.9,65.49,41.59,48.5,60.65,65.55,72.85,75.26,82.53,85.85,87.03,100.37,100.51
S122,National,Western,Завхан,MN81,Цэцэн-Уул,MN8122,"1-р баг, Оройн товгор","1-р баг, Оройн товгор",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.81,18.98,20.22,22.69,24.95,24.74,24.11,27.12,26.71
S123,National,Western,Завхан,MN81,Цэцэн-Уул,MN8122,"2-р баг, Жаргалант","2-р баг, Жаргалант",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.31,18.82,20.2,18.6,19.4,20.11,19.38,22.68,23.18
S124,National,Western,Завхан,MN81,Цэцэн-Уул,MN8122,"3-р баг, Сангийн далай","3-р баг, Сангийн далай",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.96,16.3,20.01,21.19,22.39,24.42,25.44,29.29,28.42
S125,National,Western,Завхан,MN81,Цэцэн-Уул,MN8122,"4-р баг, Шотой","4-р баг, Шотой",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.78,4.81,5.55,6.07,7.14,7.02,7.98,10.18,11.58
S126,National,Western,Завхан,MN81,Цэцэн-Уул,MN8122,"5-р баг, Батсуурь","5-р баг, Батсуурь",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.79,6.64,6.88,6.71,8.64,9.56,10.11,11.11,10.61
S127,National,Western,Завхан,MN81,Шилүүстэй,MN8114,Шилүүстэй,,Хонь,34.34,35.48,43.64,45.03,43.88,44.97,46.33,46.73,46.29,47.04,54.29,54.77,57.65,59.86,39.71,35.69,39.26,40.74,36.9,42.22,47.58,50.26,53.56,35.76,42.92,46.17,48.26,49.93,49.95,48.82,43.9,38.61,28.86,31.47,32.27,39.07,46.44,53.71,55.46,49.44,19.2,22.11,28.67,32.95,38.16,42.36,48.66,55.31,57.15,62.27,51.83
S128,National,Western,Завхан,MN81,Шилүүстэй,MN8114,"1-р баг, Баян-Улаан","1-р баг, Баян-Улаан",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.1,14.08,16.98,18.07,21.05,23.8,23.14,24.16,21.62
S129,National,Western,Завхан,MN81,Шилүүстэй,MN8114,"2-р баг, Чандмань","2-р баг, Чандмань",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26,1.44,1.98,2.42,2.94,3.95,4.54,4.61,4
S130,National,Western,Завхан,MN81,Шилүүстэй,MN8114,"3-р баг, Хөгжил","3-р баг, Хөгжил",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.35,6.62,7.76,9.24,10.35,11.5,12.74,15.73,12.43
S131,National,Western,Завхан,MN81,Шилүүстэй,MN8114,"4-р баг, Сайхан","4-р баг, Сайхан",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.95,10.81,11.44,12.64,14.32,16.05,16.73,17.78,13.79
S132,National,Western,Завхан,MN81,Эрдэнэхайрхан,MN8124,Эрдэнэхайрхан,,Хонь,73.86,78.52,80.51,85.52,89.12,91.49,100,73.65,76.6,76.84,79.47,71.6,75.6,65.32,63.46,64.44,63.56,64.48,67.66,71.27,74.98,72.3,70.08,65.38,75.88,81.31,80.37,76.72,79.78,75.17,54.57,38.48,38.97,43.74,48.86,57.65,71.13,86.99,94.78,98.09,52.5,63.89,77.38,87.23,101.01,106.51,121.76,136.12,133.34,137.15,132.53
S133,National,Western,Завхан,MN81,Эрдэнэхайрхан,MN8124,"1-р баг, Багануур","1-р баг, Багануур",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.79,17,20.28,21.08,24.49,27.03,27.39,28.76,28.89
S134,National,Western,Завхан,MN81,Эрдэнэхайрхан,MN8124,"2-р баг, Мөсөн","2-р баг, Мөсөн",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.65,21.62,24.69,25.93,28.43,33.31,30.97,25.55,26.43
S135,National,Western,Завхан,MN81,Эрдэнэхайрхан,MN8124,"3-р баг, Алтан","3-р баг, Алтан",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.53,23.26,27.34,28.51,33.74,38.49,38.93,40.54,38.41
S136,National,Western,Завхан,MN81,Эрдэнэхайрхан,MN8124,"4-р баг, Баянзүрх","4-р баг, Баянзүрх",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8,16.13,18.25,19.28,22.97,27.32,26.16,32.2,29.76
S137,National,Western,Завхан,MN81,Эрдэнэхайрхан,MN8124,"5-р баг, Хайрхан","5-р баг, Хайрхан",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.63,9.22,10.45,11.7,12.14,9.98,9.88,10.09,9.05
S138,National,Western,Завхан,MN81,Яруу,MN8113,Яруу,,Хонь,79.77,85.18,89.25,90.1,95.3,97.03,91.06,69.63,72.99,83.33,86.6,84.22,90.8,87.38,83.83,83.34,84.19,82.2,82.5,89.19,93.63,95.49,89.71,77.88,86.65,86.8,89.93,91.58,93.01,80.71,55.17,25.16,25.84,33.26,35.9,40.95,52.11,67.92,88.29,86.24,42.25,53.57,71.24,80.23,88.52,96.04,108.46,129.53,130.27,143.82,128.44
S139,National,Western,Завхан,MN81,Яруу,MN8113,"1-р баг, Зүйл","1-р баг, Зүйл",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3,19.92,22.22,24.24,27.68,32.54,31.94,34.5,31.24
S140,National,Western,Завхан,MN81,Яруу,MN8113,"2-р баг, Жаргалант","2-р баг, Жаргалант",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.27,15.42,18.14,19.48,22.08,25.21,23.65,27.64,26.75
S141,National,Western,Завхан,MN81,Яруу,MN8113,"3-р баг, Өргөн","3-р баг, Өргөн",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.61,15.19,15.51,18.04,21.64,24.99,27.62,29.31,24.73
S142,National,Western,Завхан,MN81,Яруу,MN8113,"4-р баг, Хэц-Улаан","4-р баг, Хэц-Улаан",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.61,24.87,27.41,29.68,30.99,38.86,38.59,42.56,36.86
S143,National,Western,Завхан,MN81,Яруу,MN8113,"5-р баг, Чандмань","5-р баг, Чандмань",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.46,4.83,5.24,4.59,6.08,7.92,8.48,9.8,8.85
S144,National,Western,Говь-Алтай,MN82,Говь-Алтай,,Говь-Алтай,,Хонь,723.71,763.76,746.25,787.29,780.85,813.83,831.96,861.78,881.87,888.9,894.83,899.15,889.07,862.87,759,844.54,855.1,889.79,899.01,923.65,978.29,957.53,994.32,946.62,975.13,959.6,909.6,893.07,857.14,867.08,847.65,692.68,357.63,401.91,482.54,587.74,702.89,775.08,769.14,694.12,396.25,461.66,578.08,679.05,798.25,909.31,1107.11,1194.6,1057.67,1066.74,945.71
S145,National,Western,Говь-Алтай,MN82,Есөнбулаг,MN8208,Есөнбулаг,,Хонь,,6.23,1.23,1.51,5.01,1.6,2.98,5.07,1.53,1.39,1.41,1.5,4.35,4.29,4.3,5.09,6.1,7.1,7.68,11.4,18.77,20.23,23.74,30.48,38.21,36.43,56.51,56.17,56.36,59.1,37.16,39.74,13.53,16.36,18.54,23.17,31.14,35.4,38.84,30.79,18.43,23.43,28.79,38.34,47.19,53.71,71.83,74.22,70.71,77.34,69.6
S146,National,Western,Говь-Алтай,MN82,Есөнбулаг,MN8208,"1-р баг, Баянхайрхан","1-р баг, Баянхайрхан",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.99,7.05,8.88,5.99,7.86,8.95,8.23,7.72,7.59
S147,National,Western,Говь-Алтай,MN82,Есөнбулаг,MN8208,"2-р баг, Баяншанд","2-р баг, Баяншанд",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98,4.18,5.8,4.82,6.08,6.87,6.53,7.1,5.9
S148,National,Western,Говь-Алтай,MN82,Есөнбулаг,MN8208,"3-р баг, Жаргалант","3-р баг, Жаргалант",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.77,4.51,6.11,3.99,4.6,4.69,4.2,4.18,5.16
S149,National,Western,Говь-Алтай,MN82,Есөнбулаг,MN8208,"4-р баг, Харзат","4-р баг, Харзат",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.01,4.3,3.95,3.87,6.29,6.4,5.26,6.11,6.1
S150,National,Western,Говь-Алтай,MN82,Есөнбулаг,MN8208,"5-р баг, Рашаант","5-р баг, Рашаант",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.11,10.11,12.33,14.11,17.62,18.57,18.39,19.91,17.47
S151,National,Western,Говь-Алтай,MN82,Есөнбулаг,MN8208,"6-р баг, Наран","6-р баг, Наран",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.93,8.2,10.11,11.45,14.81,14.61,14.9,17.75,13.42
S152,National,Western,Говь-Алтай,MN82,Есөнбулаг,MN8208,"7-р баг, Жинст","7-р баг, Жинст",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12,3.88,3.86,4.04,4.03,3.32
S153,National,Western,Говь-Алтай,MN82,Есөнбулаг,MN8208,"8-р баг, Индэрт","8-р баг, Индэрт",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.53,3.75,4.02,3.19,4.3,4.31
S154,National,Western,Говь-Алтай,MN82,Есөнбулаг,MN8208,"9-р баг, Түмэн","9-р баг, Түмэн",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.18,3.89,3.56,3.32,2.89,3.36
S155,National,Western,Говь-Алтай,MN82,Есөнбулаг,MN8208,"10-р баг, Оргил","10-р баг, Оргил",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65,3.06,2.7,2.67,3.36,2.97
S156,National,Western,Говь-Алтай,MN82,Алтай,MN8213,Алтай,,Хонь,21.63,23.68,24.72,23.81,22.25,22.68,23.73,22.98,24.42,24.93,26.28,25.46,24.58,25.27,23.13,21.88,17.99,19.97,21.65,28.29,25.45,26.17,29.01,28.78,28.85,27.25,25.65,25.68,27.63,26.57,25.66,19.31,13.02,13.3,14.42,15.31,17.07,19.13,17.85,12.56,6.15,6.5,7.71,10.18,12.36,14.74,18.97,24.5,27.28,25.97,22.93
S157,National,Western,Говь-Алтай,MN82,Алтай,MN8213,"1-р баг, Бадрал","1-р баг, Бадрал",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.39,1.89,2.23,2.8,3.7,4.99,5.95,5.35,3.95
S158,National,Western,Говь-Алтай,MN82,Алтай,MN8213,"2-р баг, Баянцагаан","2-р баг, Баянцагаан",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.23,2.88,3.54,4.02,5.31,6.84,7.53,6.4,6.45
S159,National,Western,Говь-Алтай,MN82,Алтай,MN8213,"3-р баг, Урт","3-р баг, Урт",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.08,3.98,4.82,6.03,7.83,10.4,11.23,11.37,10
S160,National,Western,Говь-Алтай,MN82,Алтай,MN8213,"4-р баг, Баян-Овоо","4-р баг, Баян-Овоо",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.44,1.77,1.89,2.12,2.27,2.57,2.85,2.53
S161,National,Western,Говь-Алтай,MN82,Баян-Уул,MN8215,Баян-Уул,,Хонь,56.96,58.96,57.82,55.39,54.7,58.69,59.81,62.22,65.76,64.98,67.88,65.33,67.86,63.65,63.56,67.33,68.39,69.4,72.52,72.8,75.36,65.76,69.83,65.45,68.58,69.59,65.62,66.58,64.48,71.59,70.56,62.42,27.78,35.18,42.55,51.59,60.57,63.93,64.07,58.16,29.03,39.31,50.07,59.01,68.63,75.32,91.56,88.06,68.97,68.39,77.71
S162,National,Western,Говь-Алтай,MN82,Баян-Уул,MN8215,"1-р баг, Баян богд","1-р баг, Баян богд",Хонь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.05,6.1,7.46,8.34,10.28,10.6,8.64,8.42,8.99
